end_date,state,pollster,population,sample_size,numeric_grade,poll_score,pct,candidate,national_poll,recency,sample_size_weight,recency_weight,combined_weight
2024-07-23,Pennsylvania,Pollster B,rv,1810,1.861885879887268,1.9767229191493243,47.2,Kamala Harris,0,105,0.7869565217391304,2.7536449349747158e-5,2.1669988401322765e-5
2024-08-24,Pennsylvania,Pollster B,lv,1999,0.5719445908907801,-0.8881173882400617,65,Donald Trump,0,73,0.8691304347826087,6.755387751938437e-4,5.871313093967364e-4
2024-07-25,North Carolina,Pollster C,rv,279,2.6857160289073363,1.4141220818273723,33.8,Kamala Harris,0,103,0.12130434782608696,3.363309518571897e-5,4.0798406768763446e-6
2024-10-20,Nevada,Pollster B,lv,819,1.3278089645318687,-0.9205837829504162,61.9,Donald Trump,0,16,0.3560869565217391,0.20189651799465538,0.07189271662505337
2024-10-04,Pennsylvania,Pollster B,rv,546,1.0362510384293273,-0.7636227009352297,66.8,Kamala Harris,0,32,0.2373913043478261,0.04076220397836621,0.0096765927705165
2024-07-30,Georgia,Pollster A,lv,671,0.8830312885111198,1.6440702773397788,41.8,Kamala Harris,0,98,0.2917391304347826,5.5451599432176945e-5,1.6177401399561187e-5
2024-08-07,Georgia,Pollster A,rv,773,1.5142471332801506,-0.0424030174035579,65.3,Kamala Harris,0,90,0.33608695652173914,1.2340980408667956e-4,4.147642546043622e-5
2024-08-04,North Carolina,Pollster B,lv,1052,2.6451095555676147,1.8600155540043488,48.6,Kamala Harris,0,93,0.4573913043478261,9.142423147817327e-5,4.181664848479925e-5
2024-10-22,Wisconsin,Pollster B,rv,223,2.964515919564292,-1.4456491169985384,75.6,Donald Trump,0,14,0.09695652173913044,0.24659696394160643,0.02390918389520793
2024-08-05,Nevada,Pollster C,rv,1709,0.8303686424624175,1.6923396753845736,68.8,Kamala Harris,0,92,0.7430434782608696,1.0103940183709324e-4,7.507666858243145e-5
2024-08-11,Georgia,Pollster B,lv,775,2.7360430361004546,0.8223305675201118,40.5,Donald Trump,0,86,0.33695652173913043,1.841057936675792e-4,6.203564786624951e-5
2024-08-11,Wisconsin,Pollster B,rv,219,2.5497904741205275,-1.1186175734037533,79,Donald Trump,0,86,0.09521739130434782,1.841057936675792e-4,1.753007339704341e-5
2024-07-26,Georgia,Pollster D,lv,1325,0.6160787336993963,1.1810334203764796,75.4,Kamala Harris,0,102,0.5760869565217391,3.7170318684126666e-5,2.1413335763681666e-5
2024-10-05,Nevada,Pollster C,lv,1953,1.5993418580619618,0.19396596355363727,65,Donald Trump,0,31,0.8491304347826087,0.0450492023935578,0.03825264881505147
2024-10-17,North Carolina,Pollster D,rv,1196,1.7695160397561267,-0.13509723672177643,73.8,Donald Trump,0,19,0.52,0.14956861922263504,0.07777568199577022
2024-10-23,Arizona,Pollster D,rv,1904,2.3732712225755677,0.8329716093139723,72.7,Donald Trump,0,13,0.8278260869565217,0.2725317930340126,0.2256089277985913
2024-10-13,Wisconsin,Pollster B,lv,2283,1.4455579664791003,0.8642881878186017,59.7,Donald Trump,0,23,0.9926086956521739,0.1002588437228037,0.09951780009528734
2024-09-10,North Carolina,Pollster D,rv,356,1.2046883134171367,1.5275208012899384,77.4,Donald Trump,0,56,0.15478260869565216,0.003697863716482929,5.723649926382273e-4
2024-10-31,North Carolina,Pollster A,lv,301,2.9487222178140655,1.1379001162713394,42.2,Kamala Harris,0,5,0.1308695652173913,0.6065306597126334,0.07937640372760985
2024-08-30,Arizona,Pollster C,lv,2228,1.7494435429107398,1.0403165471507236,31.6,Donald Trump,0,67,0.9686956521739131,0.001230911902673481,0.00119237900832892
2024-10-24,Wisconsin,Pollster C,lv,1241,0.805323273059912,1.1295983790187165,79,Kamala Harris,0,12,0.5395652173913044,0.301194211912202,0.1625139204274099
2024-10-13,Georgia,Pollster C,rv,752,1.425862172152847,0.692855985253118,31.2,Kamala Harris,0,23,0.3269565217391304,0.1002588437228037,0.03278028281719495
2024-09-22,Nevada,Pollster A,rv,1584,1.4555558970896527,-0.7162205361528322,48.4,Kamala Harris,0,44,0.688695652173913,0.012277339903068436,0.008455350611504523
2024-08-29,Arizona,Pollster B,rv,1799,1.6660118534928188,0.7670663421740755,30.4,Donald Trump,0,68,0.7821739130434783,0.0011137751478448024,8.711658656403476e-4
2024-10-06,Georgia,Pollster D,lv,1002,0.8170135582331568,1.0982607930200174,66.9,Kamala Harris,0,30,0.4356521739130435,0.049787068367863944,0.02168984456721725
2024-08-13,Nevada,Pollster A,lv,1745,2.436095969285816,1.0250444811536,60.4,Donald Trump,0,84,0.758695652173913,2.248673241788482e-4,1.7060586117047396e-4
2024-09-11,Georgia,Pollster C,lv,1436,0.956773002515547,0.18331089476123452,71.7,Donald Trump,0,55,0.6243478260869565,0.004086771438464067,0.002551566863319304
2024-10-20,Michigan,Pollster A,rv,726,2.2530538816936314,-0.22259376978036016,48.8,Kamala Harris,0,16,0.31565217391304345,0.20189651799465538,0.06372907481048687
2024-09-12,Arizona,Pollster C,rv,520,2.2163812089711428,1.6898919270606712,56.1,Donald Trump,0,54,0.22608695652173913,0.004516580942612666,0.0010211400391993853
2024-09-21,Georgia,Pollster D,lv,13,2.66292088618502,-0.36472432618029416,78.5,Kamala Harris,0,45,0.005652173913043478,0.011108996538242306,6.278998043354347e-5
2024-08-31,Michigan,Pollster C,lv,306,0.7132432232610881,1.0008575799874961,40,Kamala Harris,0,66,0.13304347826086957,0.0013603680375478928,1.8098809543028486e-4
2024-10-06,Wisconsin,Pollster C,lv,581,2.502374713192694,1.9164911789121106,34.2,Kamala Harris,0,30,0.2526086956521739,0.049787068367863944,0.012576646400751719
2024-08-27,Michigan,Pollster A,lv,77,0.8071089898003265,-0.01778686384204775,48.3,Kamala Harris,0,70,0.033478260869565214,9.118819655545162e-4,3.052822232508598e-5
2024-08-31,Nevada,Pollster C,rv,1694,0.6116357912542298,0.7621514955535531,39.5,Donald Trump,0,66,0.7365217391304347,0.0013603680375478928,0.0010019406328722305
2024-09-06,Wisconsin,Pollster D,rv,1125,0.5098320323741063,-1.1970547083765268,57.6,Kamala Harris,0,60,0.4891304347826087,0.0024787521766663585,0.0012124331298911536
2024-10-11,Georgia,Pollster C,lv,1712,2.6295114373788238,0.5393265754682943,34,Donald Trump,0,25,0.7443478260869565,0.0820849986238988,0.06109979028004989
2024-09-13,Michigan,Pollster B,rv,2258,2.703045981004834,-1.4381446581101045,47.1,Donald Trump,0,53,0.9817391304347826,0.004991593906910213,0.004900443061653591
2024-08-09,National,Pollster A,lv,1830,0.9556916834553704,-0.24587237206287682,48.3,Kamala Harris,1,88,0.7956521739130434,1.507330750954765e-4,1.199310988803139e-4
2024-07-27,National,Pollster B,lv,1564,2.2804553965106606,-0.08796012704260647,34.7,Kamala Harris,1,101,0.68,4.107955522530065e-5,2.7934097553204444e-5
2024-10-12,Michigan,Pollster A,rv,2155,0.9842659289715812,-0.3245838488219306,71.1,Kamala Harris,0,24,0.9369565217391305,0.09071795328941247,0.08499877797334082
2024-10-10,Nevada,Pollster B,lv,994,2.167699419776909,0.0021355999633669853,58,Kamala Harris,0,26,0.43217391304347824,0.07427357821433388,0.032099102932629506
2024-09-30,Wisconsin,Pollster C,rv,968,2.569248003535904,1.816800611675717,48.8,Kamala Harris,0,36,0.42086956521739133,0.02732372244729256,0.011499723186512696
2024-10-17,Arizona,Pollster D,lv,1466,2.358098225784488,-1.158343042130582,36.5,Donald Trump,0,19,0.6373913043478261,0.14956861922263504,0.09533373729581868
2024-10-08,Michigan,Pollster B,lv,1234,0.7736808836925775,0.6509429273428395,34.3,Donald Trump,0,28,0.5365217391304348,0.06081006262521795,0.03262592055631259
2024-09-10,National,Pollster D,lv,1715,1.3217131183482707,1.4952606367878616,58.5,Kamala Harris,1,56,0.7456521739130435,0.003697863716482929,0.002757320119029662
2024-08-16,North Carolina,Pollster A,rv,340,0.7191819279687479,-0.7510254099033773,42.2,Donald Trump,0,81,0.14782608695652175,3.035391380788668e-4,4.487100302035422e-5
2024-09-08,North Carolina,Pollster B,lv,523,0.9773130419198424,0.7556497449986637,62.1,Kamala Harris,0,58,0.2273913043478261,0.0030275547453758127,6.884396225354566e-4
2024-09-16,National,Pollster C,lv,565,1.369081320706755,1.4112070990959182,42.6,Donald Trump,1,50,0.24565217391304348,0.006737946999085467,0.0016551913280362124
2024-09-25,National,Pollster D,lv,253,2.5346422895090654,-1.2548294282751158,61.3,Kamala Harris,1,41,0.11,0.016572675401761237,0.001822994294193736
2024-08-22,Pennsylvania,Pollster A,lv,307,2.7421964880777523,-1.3565689021488652,34.5,Donald Trump,0,75,0.1334782608695652,5.530843701478336e-4,7.38247398414717e-5
2024-07-21,Arizona,Pollster B,lv,239,2.5082055241800845,-0.11666995089035481,44.3,Donald Trump,0,107,0.10391304347826087,2.254493791321217e-5,2.342713113590308e-6
2024-10-03,Michigan,Pollster C,lv,2203,1.6628393328282982,-1.0421584465075284,57,Kamala Harris,0,33,0.9578260869565217,0.036883167401239994,0.035327659906492045
2024-08-21,Arizona,Pollster B,lv,1032,1.6868152127135545,-0.9227904083672911,42.2,Kamala Harris,0,76,0.44869565217391305,5.004514334406104e-4,2.2455038230900432e-4
2024-10-25,North Carolina,Pollster C,rv,1204,2.242305718944408,-0.7988349492661655,73.7,Kamala Harris,0,11,0.5234782608695652,0.33287108369807955,0.17425077598803815
2024-09-03,Georgia,Pollster D,rv,1609,0.7218823099974543,0.6277220424963161,52.4,Kamala Harris,0,63,0.6995652173913044,0.0018363047770289056,0.001284614950538917
2024-09-28,Nevada,Pollster C,rv,72,1.0758390162372962,-1.2192650691140443,58.8,Donald Trump,0,38,0.03130434782608696,0.02237077185616559,7.003024233234446e-4
2024-09-10,North Carolina,Pollster C,lv,1160,2.600541804684326,-0.1458154086722061,63.9,Donald Trump,0,56,0.5043478260869565,0.003697863716482929,0.001865009526573999
2024-08-25,Michigan,Pollster B,rv,1109,1.9149649784667417,-0.17164492490701377,67.6,Kamala Harris,0,72,0.4821739130434783,7.465858083766792e-4,3.5998420064771187e-4
2024-08-07,Arizona,Pollster A,rv,1323,2.945351812057197,0.7412486037937924,76.1,Kamala Harris,0,90,0.5752173913043478,1.2340980408667956e-4,7.098746556812046e-5
2024-08-14,Michigan,Pollster D,rv,980,1.447863325709477,-1.0772885114420205,49.2,Kamala Harris,0,83,0.4260869565217391,2.4851682710795185e-4,1.0588977850686644e-4
2024-08-23,Georgia,Pollster B,rv,247,0.7671559882583097,-1.027408703463152,79.4,Donald Trump,0,74,0.10739130434782608,6.112527611295723e-4,6.564323130391494e-5
2024-09-04,National,Pollster A,lv,1196,0.6772682630689815,0.6855798430042341,75.1,Kamala Harris,1,62,0.52,0.002029430636295734,0.0010553039308737818
2024-09-11,Georgia,Pollster C,rv,400,0.9092853894690052,-1.4219046697253361,72.9,Donald Trump,0,55,0.17391304347826086,0.004086771438464067,7.10742858863316e-4
2024-10-02,Wisconsin,Pollster A,rv,65,2.5415506220888346,1.1486031276872382,50.4,Donald Trump,0,34,0.02826086956521739,0.033373269960326066,9.431576293135628e-4
2024-08-06,Pennsylvania,Pollster C,lv,1396,1.8542860391316935,0.9007910210639238,65.2,Donald Trump,0,91,0.6069565217391304,1.1166580849011478e-4,6.777629071834792e-5
2024-10-18,Wisconsin,Pollster A,lv,1683,2.5716862415429205,1.2418928486295044,73.9,Donald Trump,0,18,0.7317391304347826,0.16529888822158653,0.12095566472910005
2024-10-31,North Carolina,Pollster B,lv,194,1.8580262707546353,0.7339164961595088,77.5,Donald Trump,0,5,0.08434782608695653,0.6065306597126334,0.05115954260184821
2024-09-08,Wisconsin,Pollster A,rv,314,1.5647149966098368,-0.7250416708411649,71.7,Kamala Harris,0,58,0.13652173913043478,0.0030275547453758127,4.133270391513066e-4
2024-09-27,Wisconsin,Pollster D,rv,1162,2.3036873469827697,0.046592834987677634,31.8,Donald Trump,0,39,0.5052173913043478,0.02024191144580438,0.01022656569566291
2024-09-10,North Carolina,Pollster A,lv,240,0.6795017265249044,0.5507133372593671,79.8,Kamala Harris,0,56,0.10434782608695652,0.003697863716482929,3.8586403998082733e-4
2024-07-23,Pennsylvania,Pollster D,rv,829,1.0324565712362528,1.0748866347130388,76.6,Kamala Harris,0,105,0.36043478260869566,2.7536449349747158e-5,9.925094135191476e-6
2024-09-04,North Carolina,Pollster B,lv,32,2.4173490797402337,-0.211550495470874,33,Donald Trump,0,62,0.01391304347826087,0.002029430636295734,2.823555667889717e-5
2024-10-13,Georgia,Pollster B,lv,561,0.8991889912867919,-0.3150344119640067,70.1,Donald Trump,0,23,0.24391304347826087,0.1002588437228037,0.02445443970804038
2024-07-25,Wisconsin,Pollster A,rv,30,2.9190094403456897,1.5530976864974946,37.7,Donald Trump,0,103,0.013043478260869565,3.363309518571897e-5,4.3869254590068215e-7
2024-09-05,Michigan,Pollster C,lv,395,2.591402705409564,-0.5165270876605064,47.9,Donald Trump,0,61,0.17173913043478262,0.002242867719485801,3.851881518247354e-4
2024-09-16,Michigan,Pollster D,rv,930,2.1302846249891445,1.5378268762724474,68,Kamala Harris,0,50,0.4043478260869565,0.006737946999085467,0.002724474221369341
2024-10-17,Pennsylvania,Pollster B,lv,731,1.8954697694862261,1.4416272396920249,30,Kamala Harris,0,19,0.31782608695652176,0.14956861922263504,0.047536808979020094
2024-10-27,Georgia,Pollster C,rv,744,2.53016004699748,-1.0578174956608564,48.3,Kamala Harris,0,9,0.3234782608695652,0.4065696597405991,0.1315164464552199
2024-11-01,Michigan,Pollster C,rv,562,2.0709286712808535,-0.7786392926936969,57.2,Donald Trump,0,4,0.24434782608695652,0.6703200460356393,0.1637912460313171
2024-08-21,Nevada,Pollster A,lv,691,2.7136715869419277,0.298696190235205,33.6,Kamala Harris,0,76,0.30043478260869566,5.004514334406104e-4,1.5035301761193992e-4
2024-08-24,Arizona,Pollster D,rv,50,2.8808672302402556,0.22644753754138947,56.4,Kamala Harris,0,73,0.021739130434782608,6.755387751938437e-4,1.4685625547692255e-5
2024-10-10,National,Pollster A,rv,402,1.9063633361365646,-1.4509948058985174,71.2,Donald Trump,1,26,0.17478260869565218,0.07427357821433388,0.012981729757461835
2024-09-08,Michigan,Pollster A,lv,554,2.3349268671590835,-1.269639060483314,35.5,Kamala Harris,0,58,0.2408695652173913,0.0030275547453758127,7.292457951905218e-4
2024-09-01,Nevada,Pollster C,rv,2172,1.026560476864688,-1.08778665761929,38.1,Donald Trump,0,65,0.9443478260869566,0.0015034391929775724,0.0014197695335422989
2024-08-08,Nevada,Pollster D,lv,1177,0.7428722701733932,-0.32030514325015247,62.3,Donald Trump,0,89,0.5117391304347826,1.363889264820114e-4,6.9795550638838e-5
2024-09-10,Nevada,Pollster A,rv,1461,0.6358934550080448,-0.6008808632614091,36.5,Kamala Harris,0,56,0.6352173913043478,0.003697863716482929,0.0023489473433832867
2024-07-26,Nevada,Pollster A,lv,1479,2.6658328687772155,0.6328690692316741,41.1,Kamala Harris,0,102,0.6430434782608696,3.7170318684126666e-5,2.39021310147058e-5
2024-08-23,Georgia,Pollster C,rv,2083,2.652531845495105,1.1492915222188458,31.8,Donald Trump,0,74,0.9056521739130434,6.112527611295723e-4,5.535823919273474e-4
2024-09-30,National,Pollster C,rv,1081,2.611694576451555,0.45344210660550743,51.9,Donald Trump,1,36,0.47,0.02732372244729256,0.012842149550227501
2024-08-13,Wisconsin,Pollster D,lv,1844,1.343104082159698,-1.1076538527850062,76,Kamala Harris,0,84,0.8017391304347826,2.248673241788482e-4,1.802849329503461e-4
2024-10-11,North Carolina,Pollster A,rv,2209,1.9826381829334423,-0.8888492328114808,61.7,Kamala Harris,0,25,0.9604347826086956,0.0820849986238988,0.07883728780877933
2024-10-01,Michigan,Pollster B,rv,197,2.45101511082612,0.19150401302613318,46.4,Kamala Harris,0,35,0.08565217391304347,0.0301973834223185,0.0025864715366072802
2024-07-29,Arizona,Pollster B,rv,373,2.123704628436826,1.4497077076230198,44.6,Kamala Harris,0,99,0.16217391304347825,5.017468205617528e-5,8.13702452476234e-6
2024-09-05,North Carolina,Pollster B,rv,584,1.3460133272456005,-0.7791638916824013,37.3,Kamala Harris,0,61,0.2539130434782609,0.002242867719485801,5.69493368773786e-4
2024-08-27,Georgia,Pollster D,rv,1922,2.54797322046943,0.8697014406789094,74.2,Kamala Harris,0,70,0.8356521739130435,9.118819655545162e-4,7.620161468677306e-4
2024-08-22,Wisconsin,Pollster B,rv,2010,1.002818170352839,0.046409149188548326,44.3,Donald Trump,0,75,0.8739130434782608,5.530843701478336e-4,4.833476452161502e-4
2024-10-27,Wisconsin,Pollster D,rv,2176,2.9041772715281695,-0.49901360541116446,68.2,Kamala Harris,0,9,0.9460869565217391,0.4065696597405991,0.38465025199806246
2024-10-11,Pennsylvania,Pollster A,lv,1503,1.0896499991649762,0.6110577677609399,42.5,Kamala Harris,0,25,0.6534782608695652,0.0820849986238988,0.053640762144226035
2024-09-11,Nevada,Pollster C,rv,555,2.210621133679524,1.1286516808904707,40.2,Kamala Harris,0,55,0.24130434782608695,0.004086771438464067,9.86155716672851e-4
2024-10-18,Arizona,Pollster B,rv,1530,2.8331113456515595,-1.1656286055222154,33.3,Donald Trump,0,18,0.6652173913043479,0.16529888822158653,0.10995969520827278
2024-09-12,Michigan,Pollster C,rv,1767,2.605265043792315,1.9213564889505506,41.7,Donald Trump,0,54,0.7682608695652174,0.004516580942612666,0.0034699124024332962
2024-08-22,Michigan,Pollster A,lv,454,0.7046136267017573,0.1661836247658357,50.2,Donald Trump,0,75,0.1973913043478261,5.530843701478336e-4,1.0917404523787673e-4
2024-10-13,North Carolina,Pollster A,lv,126,1.676073991227895,0.6266237471718341,47.9,Kamala Harris,0,23,0.05478260869565217,0.1002588437228037,0.005492441003944898
2024-08-06,Pennsylvania,Pollster C,rv,880,1.1925199489342049,0.29419141879770905,77.6,Donald Trump,0,91,0.3826086956521739,1.1166580849011478e-4,4.2724309335348263e-5
2024-07-26,Pennsylvania,Pollster A,lv,1683,0.8785604558652267,0.27373176568653435,53.5,Kamala Harris,0,102,0.7317391304347826,3.7170318684126666e-5,2.7198976671906598e-5
2024-07-28,National,Pollster B,lv,674,1.7548193917609751,-0.3093556932872161,43.6,Donald Trump,1,100,0.29304347826086957,4.5399929762484854e-5,1.3304153330397736e-5
2024-09-24,Nevada,Pollster A,rv,1301,1.5536602098727599,0.0549317083787173,51.3,Kamala Harris,0,42,0.5656521739130435,0.014995576820477703,0.008482280627583256
2024-08-14,Pennsylvania,Pollster A,rv,1701,2.9253893841523677,0.25304446008522063,50.3,Donald Trump,0,83,0.7395652173913043,2.4851682710795185e-4,1.837944012654896e-4
2024-08-13,Michigan,Pollster C,lv,948,1.307810940896161,-0.9916328326798975,43.2,Donald Trump,0,84,0.4121739130434783,2.248673241788482e-4,9.268444492241222e-5
2024-08-13,North Carolina,Pollster D,rv,1320,2.6630369004560634,-0.15680827770847827,65,Donald Trump,0,84,0.5739130434782609,2.248673241788482e-4,1.290542903982955e-4
2024-08-13,Pennsylvania,Pollster A,lv,1585,1.3691415836801752,0.29571378941182047,50.3,Kamala Harris,0,84,0.6891304347826087,2.248673241788482e-4,1.5496291687977149e-4
2024-08-20,Wisconsin,Pollster B,lv,808,2.608952542184852,-0.5129462311742827,31.8,Kamala Harris,0,77,0.35130434782608694,4.5282718288679695e-4,1.590801581619704e-4
2024-10-28,Wisconsin,Pollster C,rv,732,0.8520491218660027,1.5633381264051422,60.7,Donald Trump,0,8,0.3182608695652174,0.44932896411722156,0.1430038268407853
2024-09-27,Wisconsin,Pollster B,rv,281,2.94075283058919,0.6001387651776895,60.4,Kamala Harris,0,39,0.12217391304347826,0.02024191144580438,0.0024730335288134916
2024-08-17,Wisconsin,Pollster D,lv,1547,2.670389099046588,1.7862026990624145,61.8,Kamala Harris,0,80,0.672608695652174,3.3546262790251185e-4,2.2563508059355908e-4
2024-10-30,National,Pollster D,lv,1177,1.7968118133721873,-0.24395895597990602,71.5,Kamala Harris,1,6,0.5117391304347826,0.5488116360940264,0.2808483894272474
2024-10-17,Michigan,Pollster B,rv,1343,0.6097836927510798,0.05732581135816872,49.6,Kamala Harris,0,19,0.5839130434782609,0.14956861922263504,0.08733506765912993
2024-08-23,North Carolina,Pollster C,rv,579,1.3857496216660365,-0.05559521762188524,78.5,Donald Trump,0,74,0.25173913043478263,6.112527611295723e-4,1.5387623856261842e-4
2024-08-19,Michigan,Pollster A,lv,1453,2.7417131293332204,0.8745885258540511,53.9,Kamala Harris,0,78,0.6317391304347826,4.0973497897978643e-4,2.588456193294042e-4
2024-09-11,Michigan,Pollster C,rv,1795,1.9805870526470244,1.929210714995861,71.2,Donald Trump,0,55,0.7804347826086957,0.004086771438464067,0.0031894585791491306
2024-10-23,National,Pollster B,lv,626,2.334746637614444,1.7300177303841338,75.5,Donald Trump,1,13,0.27217391304347827,0.2725317930340126,0.07417604453882255
2024-09-10,Nevada,Pollster C,lv,696,1.942388131399639,1.2714057684643194,57.6,Donald Trump,0,56,0.3026086956521739,0.003697863716482929,0.0011190057159443994
2024-11-01,Pennsylvania,Pollster D,lv,2257,0.9304760019294918,-0.04943022504448891,49.4,Kamala Harris,0,4,0.981304347826087,0.6703200460356393,0.6577879756097557
2024-10-12,Arizona,Pollster D,rv,1243,1.390284163178876,-0.6944943688577041,62.2,Kamala Harris,0,24,0.5404347826086957,0.09071795328941247,0.04902713736466944
2024-07-29,Arizona,Pollster D,rv,1723,1.9115728571778163,-1.3543322335463017,34.9,Donald Trump,0,99,0.7491304347826087,5.017468205617528e-5,3.7587381383821745e-5
2024-11-01,Georgia,Pollster B,rv,747,0.646755144232884,1.1272183625260368,57.8,Kamala Harris,0,4,0.3247826086956522,0.6703200460356393,0.2177082932124446
2024-08-07,Arizona,Pollster C,lv,1110,1.217284519923851,1.2258636612677947,66.1,Donald Trump,0,90,0.4826086956521739,1.2340980408667956e-4,5.9558644580962744e-5
2024-09-15,Nevada,Pollster C,rv,1423,0.5851979496655986,0.9939125712262467,70.2,Kamala Harris,0,51,0.6186956521739131,0.006096746565515633,0.003772030592490759
2024-09-25,Pennsylvania,Pollster B,rv,1665,1.410166326793842,-0.7498210201738402,39.8,Kamala Harris,0,41,0.7239130434782609,0.016572675401761237,0.011997175888666287
2024-09-19,Wisconsin,Pollster A,lv,1476,2.0340030327206478,1.664801032980904,48.9,Donald Trump,0,47,0.6417391304347826,0.009095277101695816,0.005836795218305662
2024-09-04,Pennsylvania,Pollster B,lv,1103,2.2941673257155344,0.5126196803757921,32.9,Donald Trump,0,62,0.47956521739130437,0.002029430636295734,9.732443442757368e-4
2024-10-04,Georgia,Pollster D,rv,1629,2.9132005136925727,-1.0507507307920605,39.1,Kamala Harris,0,32,0.7082608695652174,0.04076220397836621,0.028870274035112418
2024-08-15,Georgia,Pollster A,lv,1183,1.4424072661204264,0.26840602490119636,67.7,Donald Trump,0,82,0.5143478260869565,2.7465356997214205e-4,1.4126746664219305e-4
2024-08-12,Wisconsin,Pollster C,lv,21,1.4364208183251321,0.4352385071106255,42.9,Donald Trump,0,85,0.009130434782608696,2.0346836901064417e-4,1.857754673575447e-6
2024-09-10,Nevada,Pollster D,rv,629,2.5469258847879246,1.1777046961942688,72.2,Donald Trump,0,56,0.2734782608695652,0.003697863716482929,0.0010112853381164183
2024-09-19,Arizona,Pollster D,rv,1162,0.6812301290920004,1.6705691241659224,38.1,Kamala Harris,0,47,0.5052173913043478,0.009095277101695816,0.004595092170508929
2024-09-11,Arizona,Pollster C,rv,912,1.935018956544809,0.24079017248004675,55.5,Donald Trump,0,55,0.39652173913043476,0.004086771438464067,0.0016204937182083602
2024-08-05,National,Pollster A,rv,2275,2.6368260687449947,-1.1862094084499404,44.7,Donald Trump,1,92,0.9891304347826086,1.0103940183709324e-4,9.994114746929875e-5
2024-10-31,Wisconsin,Pollster A,rv,116,0.7282998972805217,-0.8473143114242703,54.5,Donald Trump,0,5,0.050434782608695654,0.6065306597126334,0.030590241968115425
2024-08-03,Arizona,Pollster C,rv,253,2.4544321292778477,-1.1168358332943171,71.3,Kamala Harris,0,94,0.11,8.272406555663223e-5,9.099647211229545e-6
2024-10-23,Wisconsin,Pollster B,rv,643,0.5369713548570871,1.778534417739138,40.9,Kamala Harris,0,13,0.27956521739130435,0.2725317930340126,0.0761904099655957
2024-10-03,Georgia,Pollster B,lv,1975,0.969322192366235,1.3731291316216812,34.5,Kamala Harris,0,33,0.8586956521739131,0.036883167401239994,0.031671415485847385
2024-08-28,National,Pollster B,lv,2121,1.660428267903626,1.3763034243602306,48.7,Donald Trump,1,69,0.9221739130434783,0.0010077854290485105,9.293534326138656e-4
2024-09-22,Georgia,Pollster C,rv,757,2.1397559782490134,0.8319072695448995,72,Kamala Harris,0,44,0.32913043478260867,0.012277339903068436,0.004040846220270785
2024-08-13,Wisconsin,Pollster D,rv,1110,2.3779855960747227,-1.386800748645328,48.6,Donald Trump,0,84,0.4826086956521739,2.248673241788482e-4,1.0852292601674847e-4
2024-09-29,Wisconsin,Pollster A,lv,1164,2.9402601801557466,1.458970470703207,78.8,Donald Trump,0,37,0.5060869565217392,0.024723526470339388,0.012512254265858717
2024-09-24,North Carolina,Pollster B,lv,1091,0.7626930392580107,1.9193189893849194,74.7,Donald Trump,0,42,0.4743478260869565,0.014995576820477703,0.007113119265713554
2024-08-10,Michigan,Pollster A,rv,2048,1.1963050947524607,-0.442674110759981,33.9,Kamala Harris,0,87,0.8904347826086957,1.6658581098763324e-4,1.4833380039246647e-4
2024-10-07,National,Pollster A,lv,2046,2.7299934941111133,-0.721640313975513,35.7,Donald Trump,1,29,0.8895652173913043,0.05502322005640721,0.04894674271104746
2024-07-28,Arizona,Pollster D,rv,1867,0.6689318654825911,0.2993622481590137,52.1,Kamala Harris,0,100,0.8117391304347826,4.5399929762484854e-5,3.685289950719966e-5
2024-08-13,National,Pollster D,rv,477,1.3178431628039107,1.0174532810924575,38.9,Donald Trump,1,84,0.2073913043478261,2.248673241788482e-4,4.663552766665678e-5
2024-08-01,Michigan,Pollster B,rv,861,1.181089978897944,1.9128563991980627,45.4,Kamala Harris,0,96,0.37434782608695655,6.772873649085378e-5,2.5354105268967437e-5
2024-08-19,Wisconsin,Pollster B,rv,973,1.3962743321899325,1.792794078006409,55,Kamala Harris,0,78,0.4230434782608696,4.0973497897978643e-4,1.7333571067275314e-4
2024-08-28,Pennsylvania,Pollster D,lv,480,0.5772834807867184,0.8438465555664152,47.5,Kamala Harris,0,69,0.20869565217391303,0.0010077854290485105,2.1032043736664565e-4
2024-09-08,Arizona,Pollster A,rv,2289,2.0739650232717395,-1.2048015492036939,44.6,Kamala Harris,0,58,0.9952173913043478,0.0030275547453758127,0.0030130751357240154
2024-07-31,North Carolina,Pollster D,rv,150,0.6517689297907054,0.4093536325963214,41.9,Kamala Harris,0,97,0.06521739130434782,6.128349505322202e-5,3.996749677384045e-6
2024-09-26,Georgia,Pollster B,rv,2138,1.0507676833076403,0.7760111284442246,78.7,Kamala Harris,0,40,0.9295652173913044,0.01831563888873418,0.017025580845266817
2024-10-18,Michigan,Pollster A,lv,686,0.5570214266190305,-0.6527748253429309,44.3,Kamala Harris,0,18,0.2982608695652174,0.16529888822158653,0.049302190139134075
2024-07-23,Michigan,Pollster C,lv,440,2.3044734315481037,0.46551624266430736,34.5,Kamala Harris,0,105,0.19130434782608696,2.7536449349747158e-5,5.267842484299457e-6
2024-09-05,Georgia,Pollster D,lv,2008,0.7759707847144455,-1.446902421535924,62.7,Kamala Harris,0,61,0.8730434782608696,0.002242867719485801,0.0019581210350989083
2024-07-30,Pennsylvania,Pollster D,lv,1600,1.9956453308695927,1.2339572043856606,78.1,Kamala Harris,0,98,0.6956521739130435,5.5451599432176945e-5,3.857502569194918e-5
