pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Big Data Poll,1.1,Florida,Donald Trump,REP,49.5,1378,Voters,Live Phone/Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,50,1318,Voters,Live Phone/Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,56.6,1378,Voters,Live Phone/Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,56.3,1318,Voters,Live Phone/Online Panel/Text-to-Web/Text,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1149,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,42,1149,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,49,1121,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,43,1121,Voters,Live Phone/Text-to-Web,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,50,1241,Voters,Online Panel,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,44,1241,Voters,Online Panel,Older
SurveyUSA,2.8,Ohio,Kamala Harris,DEM,38,1241,Voters,Online Panel,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,Online Panel,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,Online Panel,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,Online Panel,Older
YouGov,3,Georgia,Donald Trump,REP,51,1126,Voters,Online Panel,Older
Emerson,2.9,Ohio,Donald Trump,REP,55.4,1300,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Ohio,Donald Trump,REP,47.1,1300,Voters,IVR/Online Panel/Text-to-Web/Email,Older
SurveyUSA,2.8,North Carolina,Donald Trump,REP,50,598,Voters,Online Panel,Older
Cygnal,2.1,North Carolina,Donald Trump,REP,45.2,600,Voters,Live Phone/Text-to-Web,Older
Emerson,2.9,Georgia,Donald Trump,REP,52,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Georgia,Donald Trump,REP,44.2,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,45,450,Voters,NA,Older
Emerson,2.9,Indiana,Donald Trump,REP,54.8,1000,Voters,Online Panel/Email/Text-to-Web,Older
Noble Predictive Insights,2.4,Nevada,Donald Trump,REP,45,829,Voters,Online Panel,Older
Noble Predictive Insights,2.4,Nevada,Donald Trump,REP,40,829,Voters,Online Panel,Older
Emerson,2.9,Montana,Donald Trump,REP,55.6,1000,Voters,Online Panel/Email/Text-to-Web,Older
Emerson,2.9,Montana,Donald Trump,REP,48.5,1000,Voters,Online Panel/Email/Text-to-Web,Older
Data for Progress,2.6,Alaska,Donald Trump,REP,53,1120,Voters,Online Panel/Text,Older
Data for Progress,2.6,Alaska,Donald Trump,REP,53,1120,Voters,Online Panel/Text,Older
Selzer,2.8,Iowa,Donald Trump,REP,48,640,Voters,Live Phone,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,38,1603,Voters,Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,35.1,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,California,Donald Trump,REP,31.5,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
UC Berkeley,2.5,California,Donald Trump,REP,28,6536,Voters,Online Panel,Older
UC Berkeley,2.5,California,Donald Trump,REP,34,6536,Voters,Online Panel,Older
Rasmussen,2.1,Arizona,Donald Trump,REP,47,1001,Voters,IVR/Online Panel,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,46,1167,Voters,Live Phone/Online Panel,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,41,1167,Voters,Live Phone/Online Panel,Older
North Star Opinion Research,1.1,Michigan,Donald Trump,REP,43,600,Voters,Live Phone/Text-to-Web,Older
Emerson,2.9,Michigan,Donald Trump,REP,46,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Michigan,Donald Trump,REP,42.4,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,45.2,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,40.8,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,43.6,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,47,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,44.7,1000,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Kaplan Strategies,2,Wisconsin,Donald Trump,REP,41,941,Voters,NA,Older
Kaplan Strategies,2,Michigan,Donald Trump,REP,46,1019,Voters,NA,Older
Emerson,2.9,Nevada,Donald Trump,REP,46,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Nevada,Donald Trump,REP,44.3,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Nevada,Kamala Harris,DEM,38.9,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Nevada,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Nevada,Donald Trump,REP,49,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Arizona,Donald Trump,REP,45.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Arizona,Donald Trump,REP,42.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,40.3,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.3,1000,Voters,IVR/Online Panel/Email,Older
Roanoke College,2.6,Virginia,Donald Trump,REP,43,705,Adults,Live Phone/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,32.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,California,Donald Trump,REP,30.7,1000,Voters,IVR/Online Panel/Email,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,45,600,Voters,Live Phone,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,45,798,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,49,798,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,45,800,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,800,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,41,702,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,702,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,445,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48,445,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,705,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,50,705,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,45,803,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,49,803,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,41,702,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,46,702,Voters,Online Panel,Older
Emerson,2.9,South Carolina,Donald Trump,REP,50.6,1197,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,45.1,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,41.5,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,39.5,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,49.2,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,48.4,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,North Carolina,Donald Trump,REP,46.6,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,North Carolina,Donald Trump,REP,45.9,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,North Carolina,Kamala Harris,DEM,40.7,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,North Carolina,Donald Trump,REP,49.9,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,North Carolina,Donald Trump,REP,49.2,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Georgia,Donald Trump,REP,47.9,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Georgia,Donald Trump,REP,45,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,41.2,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Georgia,Donald Trump,REP,51,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Georgia,Donald Trump,REP,50.5,1000,Voters,IVR/Online Panel/Email,Older
SurveyUSA,2.8,Montana,Donald Trump,REP,51,549,Voters,Online Panel/Text-to-Web,Older
PPP,1.4,Washington,Donald Trump,REP,38,789,Voters,IVR/Text-to-Web,Older
Siena,2.7,New York,Donald Trump,REP,36,806,Voters,Live Phone/Online Panel,Older
Siena,2.7,New York,Donald Trump,REP,32,806,Voters,Live Phone/Online Panel,Older
Pan Atlantic Research,2.1,Maine,Donald Trump,REP,38,791,Voters,Online Panel,Older
Emerson,2.9,Maryland,Donald Trump,REP,32,1000,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Maryland,Donald Trump,REP,31.4,1000,Voters,IVR/Online Panel/Email,Older
Cygnal,2.1,Iowa,Donald Trump,REP,49.2,600,Voters,Online Panel/Text,Older
PPIC,2.5,California,Donald Trump,REP,32,1075,Voters,Probability Panel,Older
East Carolina University,2.6,North Carolina,Donald Trump,REP,46.5,1207,Voters,IVR/Online Panel/Text-to-Web,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,47,1106,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,42,1106,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,50,1099,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,46,1099,Voters,Live Phone/Text-to-Web,Older
YouGov,3,Texas,Donald Trump,REP,45,1200,Voters,Online Panel,Older
YouGov,3,Texas,Donald Trump,REP,48,1200,Voters,Online Panel,Older
Winthrop U.,2.5,South Carolina,Donald Trump,REP,50,1717,Voters,Live Phone/Online Panel,Older
Chism Strategies,2.4,Pennsylvania,Donald Trump,REP,40,500,Voters,Text,Older
Suffolk,2.9,Massachusetts,Donald Trump,REP,25.5,1000,Voters,Live Phone,Older
North Star Opinion Research,1.1,North Carolina,Donald Trump,REP,39,600,Voters,Live Phone/Text-to-Web,Older
Redfield & Wilton Strategies,1.8,Texas,Donald Trump,REP,44,605,Voters,Online Panel,Older
Gonzales Research & Media Services,1.2,Maryland,Donald Trump,REP,32,815,Voters,Live Phone,Older
Gonzales Research & Media Services,1.2,Maryland,Donald Trump,REP,28,815,Voters,Live Phone,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,45,500,Voters,Live Phone/Text,Older
Meredith College,1.6,North Carolina,Donald Trump,REP,44,760,Voters,Online Panel,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,49,930,Voters,Live Phone/Email,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,50,808,Voters,Live Phone/Email,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,40,930,Voters,Live Phone/Email,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,41,808,Voters,Live Phone/Email,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,42,1172,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,47,1172,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,45,1119,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,51,1119,Voters,Live Phone/Text-to-Web,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,39,1594,Voters,Online Panel,Older
Emerson,2.9,Missouri,Donald Trump,REP,49.4,1830,Voters,IVR/Online Panel,Older
Emerson,2.9,Colorado,Donald Trump,REP,35,1856,Voters,IVR/Online Panel,Older
Emerson,2.9,South Dakota,Donald Trump,REP,55.3,1777,Voters,IVR/Online Panel,Older
Global Strategy Group,1.8,Colorado,Donald Trump,REP,41,801,Voters,Live Phone/Online Panel/Text-to-Web,Older
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,REP,42,507,Voters,Mail-to-Web/Mail-to-Phone,Older
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,REP,37,499,Voters,Mail-to-Web/Mail-to-Phone,Older
Emerson,2.9,Ohio,Donald Trump,REP,46.8,1844,Voters,IVR/Online Panel,Older
Public Opinion Strategies,1.6,Pennsylvania,Donald Trump,REP,48,800,Voters,NA,Older
U. Houston,2.2,Texas,Donald Trump,REP,49,1145,Voters,Online Panel,Older
U. Houston,2.2,Texas,Kamala Harris,DEM,39,1145,Voters,Online Panel,Older
U. Houston,2.2,Texas,Donald Trump,REP,52,1145,Voters,Online Panel,Older
Dan Jones,1.9,Utah,Donald Trump,REP,43,801,Voters,NA,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,43,800,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,800,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,44,798,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,798,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,43,703,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,47,703,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,43,457,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48,457,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,706,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,49,706,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,43,795,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,48,795,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,43,697,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,49,697,Voters,Online Panel,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,39.3,745,Voters,NA,Older
Marist,2.9,New Hampshire,Donald Trump,REP,45,1157,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,New Hampshire,Donald Trump,REP,41,1157,Voters,Live Phone/Online Panel/Text,Older
Siena,2.7,New York,Donald Trump,REP,37,807,Voters,Live Phone/Online Panel,Older
Siena,2.7,New York,Donald Trump,REP,32,807,Voters,Live Phone/Online Panel,Older
Emerson,2.9,Texas,Donald Trump,REP,48.7,1315,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,Texas,Donald Trump,REP,45.7,1315,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,California,Donald Trump,REP,33.7,1087,Voters,IVR/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,31.7,1087,Voters,IVR/Online Panel,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,40,812,Adults,Live Phone/Text-to-Web,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,44.7,1007,Voters,Live Phone,Older
Target Insyght,1,Michigan,Donald Trump,REP,41,800,Voters,NA,Older
Emerson,2.9,Nevada,Donald Trump,REP,47,1294,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Emerson,2.9,Nevada,Donald Trump,REP,42.2,1294,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,46,1680,Voters,Live Phone,Older
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,39,1680,Voters,Live Phone,Older
UC Berkeley,2.5,California,Donald Trump,REP,31,4470,Voters,Email,Older
UC Berkeley,2.5,California,Donald Trump,REP,37,4470,Voters,Email,Older
Suffolk,2.9,New Hampshire,Donald Trump,REP,34.1,1000,Voters,Live Phone,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,47,600,Voters,NA,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,41,600,Voters,NA,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,45,600,Voters,NA,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,45,600,Voters,NA,Older
John Zogby Strategies,1.8,Iowa,Donald Trump,REP,51,500,Voters,Online Panel,Older
John Zogby Strategies,1.8,Michigan,Donald Trump,REP,47,602,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,41,808,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,45,1147,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,42,953,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,39,832,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,37,1220,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,40,1069,Voters,Online Panel,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,61,1187,Voters,Online Panel,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,63,929,Voters,Online Panel,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,48,1187,Voters,Online Panel,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,51,929,Voters,Online Panel,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,39,1711,Voters,Text-to-Web,Older
Mason-Dixon,2.6,Virginia,Donald Trump,REP,43,625,Voters,Live Phone,Older
Mason-Dixon,2.6,Virginia,Donald Trump,REP,36,625,Voters,Live Phone,Older
YouGov,3,Colorado,Donald Trump,REP,40,800,Adults,Online Panel,Older
Emerson,2.9,Iowa,Donald Trump,REP,48.2,1094,Voters,IVR/Online Panel/Text-to-Web/Email,Older
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,41,421,Voters,Live Phone,Older
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,37,421,Voters,Live Phone,Older
YouGov,3,Texas,Donald Trump,REP,45,1200,Voters,Online Panel,Older
YouGov,3,Texas,Donald Trump,REP,42,1200,Voters,Online Panel,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,46,694,Voters,Live Phone,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,40,694,Voters,Live Phone,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,40,694,Voters,Live Phone,Older
CNN/SSRS,2.8,Georgia,Donald Trump,REP,49,1068,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,Older
CNN/SSRS,2.8,Georgia,Donald Trump,REP,42,1068,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,50,1197,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,39,1197,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,40,796,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,796,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,44,801,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,801,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,39,703,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,703,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,42,451,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,47,451,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,704,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,49,704,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,39,799,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,799,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,40,681,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,45,681,Voters,Online Panel,Older
SSRS,2.4,Tennessee,Donald Trump,REP,45,502,Voters,Live Phone,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,39,550,Voters,Live Phone/Text-to-Web/App Panel,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,48,550,Voters,Live Phone/Text-to-Web/App Panel,Older
J.L. Partners,1.6,Georgia,Donald Trump,REP,39,550,Voters,Live Phone/Text-to-Web/App Panel,Older
J.L. Partners,1.6,Georgia,Donald Trump,REP,46,550,Voters,Live Phone/Text-to-Web/App Panel,Older
J.L. Partners,1.6,Wisconsin,Donald Trump,REP,32,550,Voters,Live Phone/Text-to-Web/App Panel,Older
J.L. Partners,1.6,Wisconsin,Donald Trump,REP,41,550,Voters,Live Phone/Text-to-Web/App Panel,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,40,1103,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,44,897,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,45,746,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,39,874,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,44,620,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,44,887,Voters,Online Panel,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,38.6,870,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39,817,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,38.7,870,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39.2,817,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39.4,870,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,40,817,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,37.8,854,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,38.6,784,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,34.3,854,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,35.6,784,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,36.1,854,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,36.9,784,Voters,Online Panel/Text-to-Web/Text,Older
Tulchin Research,0.9,Arizona,Donald Trump,REP,42,800,Voters,Live Phone/Text-to-Web/Email,Older
Roanoke College,2.6,Virginia,Donald Trump,REP,44,686,Adults,Live Phone/Online Panel,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,43.2,1352,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,44.3,1224,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,42.2,1352,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,43.1,1224,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,42.8,1352,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,44,1224,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,40.7,1273,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,42.1,1200,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,39.9,1273,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,41.4,1200,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,39.2,1273,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,40.6,1200,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.5,1382,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,41.3,1284,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,39.9,1382,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.8,1284,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.1,1382,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.9,1284,Voters,Online Panel/Text-to-Web/Text,Older
Embold Research,1.4,Minnesota,Donald Trump,REP,42,1519,Voters,Text-to-Web/Online Ad,Older
Change Research,1.4,Nebraska,Donald Trump,REP,53,1048,Voters,Text-to-Web/Online Ad,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,46,600,Voters,Live Phone,Older
PPIC,2.5,California,Donald Trump,REP,30,1113,Voters,Probability Panel,Older
PPP,1.4,Washington,Donald Trump,REP,38,700,Voters,IVR/Text-to-Web,Older
Cygnal,2.1,Florida,Donald Trump,REP,47.7,800,Voters,NA,Older
Cygnal,2.1,Florida,Donald Trump,REP,43.7,800,Voters,NA,Older
Siena,2.7,New York,Donald Trump,REP,36,803,Voters,Live Phone/Online Panel,Older
Siena,2.7,New York,Donald Trump,REP,28,803,Voters,Live Phone/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,36.9,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,30.8,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,34.9,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,California,Kamala Harris,DEM,47.2,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,California,Donald Trump,REP,37.9,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,41.9,917,Voters,IVR/Online Panel/Email,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,36.7,917,Voters,IVR/Online Panel/Email,Older
