pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,46,1680,Voters,Live Phone,0,Older
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,39,1680,Voters,Live Phone,0,Older
UC Berkeley,2.5,California,Donald Trump,REP,31,4470,Voters,Email,0,Older
UC Berkeley,2.5,California,Donald Trump,REP,37,4470,Voters,Email,0,Older
John Zogby Strategies,1.8,NA,Donald Trump,REP,46.7,1012,Voters,NA,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,6367,Voters,Online Panel,1,Older
Suffolk,2.9,New Hampshire,Donald Trump,REP,34.1,1000,Voters,Live Phone,0,Older
Ipsos,2.8,NA,Donald Trump,REP,34,2027,Adults,Probability Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,47,600,Voters,NA,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,41,600,Voters,NA,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,45,600,Voters,NA,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,45,600,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
TIPP,1.8,NA,Donald Trump,REP,41,1247,Voters,Online Panel,1,Older
TIPP,1.8,NA,Donald Trump,REP,37,1247,Voters,Online Panel,1,Older
John Zogby Strategies,1.8,Iowa,Donald Trump,REP,51,500,Voters,Online Panel,0,Older
John Zogby Strategies,1.8,Michigan,Donald Trump,REP,47,602,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,45,2364,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,44,2573,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,41,2364,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,41,2573,Voters,Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,44,1343,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,6816,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,41,808,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,45,1147,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,42,953,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,39,832,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,37,1220,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,40,1069,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,61,1187,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,63,929,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,48,1187,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,51,929,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Suffolk,2.9,NA,Donald Trump,REP,43.8,1000,Voters,Live Phone,1,Older
Suffolk,2.9,NA,Donald Trump,REP,37.2,1000,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,42,1765,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
J.L. Partners,1.6,NA,Donald Trump,REP,40,984,Voters,Live Phone/Text-to-Web/App Panel,1,Older
J.L. Partners,1.6,NA,Donald Trump,REP,46,984,Voters,Live Phone/Text-to-Web/App Panel,1,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,39,1711,Voters,Text-to-Web,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Mason-Dixon,2.6,Virginia,Donald Trump,REP,43,625,Voters,Live Phone,0,Older
Mason-Dixon,2.6,Virginia,Donald Trump,REP,36,625,Voters,Live Phone,0,Older
McLaughlin,0.5,NA,Donald Trump,REP,47,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,42,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,49,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,36,1000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1336,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,51.3,3011,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,50.7,2772,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,44.9,3011,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,45.4,2772,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,42.7,3011,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,43.4,2772,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,43.6,3011,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,44.3,2772,Voters,Online Panel/Text-to-Web/Text,1,Older
YouGov,3,NA,Donald Trump,REP,44,1027,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,41,1027,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,45,1027,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,44,1027,Voters,Online Panel,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,46,1647,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,36,1647,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,38,1647,Voters,Live Phone,1,Older
YouGov,3,Colorado,Donald Trump,REP,40,800,Adults,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,5618,Voters,Online Panel,1,Older
Leger,2,NA,Donald Trump,REP,36,1000,Adults,Online Panel,1,Older
Emerson,2.9,Iowa,Donald Trump,REP,48.2,1094,Voters,IVR/Online Panel/Text-to-Web/Email,0,Older
WPAi,1.7,NA,Donald Trump,REP,45,1000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,47,1012,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,41,1012,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,53,2034,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,44,2034,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,43,2034,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Siena/NYT,3,NA,Donald Trump,REP,46,1016,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,45,1016,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,50,1007,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,41,1007,Voters,Live Phone,1,Older
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,41,421,Voters,Live Phone,0,Older
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,37,421,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1332,Voters,Online Panel,1,Older
Hart/POS,2.6,NA,Donald Trump,REP,48,1002,Adults,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,4411,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,36,4411,Adults,Probability Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,5840,Voters,Online Panel,1,Older
Clarity,1.6,NA,Donald Trump,REP,45,1052,Voters,Online Panel,1,Older
Rasmussen,2.1,NA,Donald Trump,REP,48,892,Voters,IVR/Online Panel,1,Older
Rasmussen,2.1,NA,Donald Trump,REP,40,892,Voters,IVR/Online Panel,1,Older
YouGov,3,Texas,Donald Trump,REP,45,1200,Voters,Online Panel,0,Older
YouGov,3,Texas,Donald Trump,REP,42,1200,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,36,1500,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,43,1135,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,46,694,Voters,Live Phone,0,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,40,694,Voters,Live Phone,0,Older
VCreek/AMG,1.1,Arizona,Donald Trump,REP,40,694,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Cygnal,2.1,NA,Donald Trump,REP,45.8,2000,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,46.6,2000,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,42.7,2000,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,41,2000,Voters,NA,1,Older
Marist,2.9,NA,Donald Trump,REP,48,1129,Voters,Live Phone/Online Panel/Text,1,Older
CNN/SSRS,2.8,Georgia,Donald Trump,REP,49,1068,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Older
CNN/SSRS,2.8,Georgia,Donald Trump,REP,42,1068,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Older
PRRI,1.8,NA,Donald Trump,REP,48,5627,Adults,Online Panel/Probability Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,47.4,1000,Voters,IVR/Online Panel/Email,1,Older
Emerson,2.9,NA,Donald Trump,REP,43.4,1000,Voters,IVR/Online Panel/Email,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,50,1197,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,39,1197,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,40,796,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,796,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,44,801,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,801,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,39,703,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,703,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,42,451,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,47,451,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,704,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,49,704,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,39,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,40,681,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,45,681,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,41,1291,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,5800,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,37.9,3021,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,39.8,2505,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,41.8,2219,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
SSRS,2.4,Tennessee,Donald Trump,REP,45,502,Voters,Live Phone,0,Older
TIPP,1.8,NA,Donald Trump,REP,41,1301,Voters,Online Panel,1,Older
TIPP,1.8,NA,Donald Trump,REP,38,1301,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,39,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,48,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
J.L. Partners,1.6,Georgia,Donald Trump,REP,39,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
J.L. Partners,1.6,Georgia,Donald Trump,REP,46,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
J.L. Partners,1.6,Wisconsin,Donald Trump,REP,32,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
J.L. Partners,1.6,Wisconsin,Donald Trump,REP,41,550,Voters,Live Phone/Text-to-Web/App Panel,0,Older
HarrisX,1.5,NA,Donald Trump,REP,53,2018,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,40,1103,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,44,897,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,45,746,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,39,874,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,44,620,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,44,887,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,52,4003,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,4003,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,42,1323,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,37,1000,Adults,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,36,1000,Adults,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,6527,Voters,Online Panel,1,Older
Leger,2,NA,Donald Trump,REP,35,1001,Adults,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,41,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,38.6,870,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39,817,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,38.7,870,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39.2,817,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,39.4,870,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Wisconsin,Donald Trump,REP,40,817,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,37.8,854,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,38.6,784,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,34.3,854,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,35.6,784,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,36.1,854,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Minnesota,Donald Trump,REP,36.9,784,Voters,Online Panel/Text-to-Web/Text,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,47.3,1475,Voters,IVR/Online Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,42.2,1475,Voters,IVR/Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,49,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,40,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,51,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,36,1000,Voters,Online Panel,1,Older
Tulchin Research,0.9,Arizona,Donald Trump,REP,42,800,Voters,Live Phone/Text-to-Web/Email,0,Older
Roanoke College,2.6,Virginia,Donald Trump,REP,44,686,Adults,Live Phone/Online Panel,0,Older
NORC,2,NA,Donald Trump,REP,36,2694,Voters,Probability Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,5855,Voters,Online Panel,1,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,43.2,1352,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,44.3,1224,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,42.2,1352,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,43.1,1224,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,42.8,1352,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Ohio,Donald Trump,REP,44,1224,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,40.7,1273,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,42.1,1200,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,39.9,1273,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,41.4,1200,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,39.2,1273,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,40.6,1200,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.5,1382,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,41.3,1284,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,39.9,1382,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.8,1284,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.1,1382,Voters,Online Panel/Text-to-Web/Text,0,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,40.9,1284,Voters,Online Panel/Text-to-Web/Text,0,Older
HarrisX,1.5,NA,Donald Trump,REP,53,3017,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,3017,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,47,1006,Voters,Online Panel,1,Older
Embold Research,1.4,Minnesota,Donald Trump,REP,42,1519,Voters,Text-to-Web/Online Ad,0,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,53,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,44,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,43,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,40,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,52,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,43,2851,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,41,2851,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Change Research,1.4,Nebraska,Donald Trump,REP,53,1048,Voters,Text-to-Web/Online Ad,0,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,46,600,Voters,Live Phone,0,Older
PPIC,2.5,California,Donald Trump,REP,30,1113,Voters,Probability Panel,0,Older
PPP,1.4,Washington,Donald Trump,REP,38,700,Voters,IVR/Text-to-Web,0,Older
Cygnal,2.1,Florida,Donald Trump,REP,47.7,800,Voters,NA,0,Older
Cygnal,2.1,Florida,Donald Trump,REP,43.7,800,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Siena,2.7,New York,Donald Trump,REP,36,803,Voters,Live Phone/Online Panel,0,Older
Siena,2.7,New York,Donald Trump,REP,28,803,Voters,Live Phone/Online Panel,0,Older
Ipsos,2.8,NA,Donald Trump,REP,51,1006,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,32,1006,Adults,Probability Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1272,Voters,Online Panel,1,Older
Emerson,2.9,California,Donald Trump,REP,36.9,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,California,Donald Trump,REP,30.8,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,California,Donald Trump,REP,34.9,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,California,Kamala Harris,DEM,47.2,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,California,Donald Trump,REP,37.9,1000,Voters,IVR/Online Panel,0,Older
Hart/POS,2.6,NA,Donald Trump,REP,48,1000,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,41.9,917,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,36.7,917,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,43.4,917,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,42.5,917,Voters,IVR/Online Panel/Email,0,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,50,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Kamala Harris,DEM,45,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,50,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,49,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,48,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,47,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,41,1001,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,40,1001,Voters,Live Phone,1,Older
Emerson,2.9,Ohio,Donald Trump,REP,50,1000,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Ohio,Donald Trump,REP,44.9,1000,Voters,IVR/Online Panel/Email,0,Older
YouGov,3,NA,Donald Trump,REP,44,1058,Voters,Online Panel,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,48,1574,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,38,1574,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,38,1574,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,6130,Voters,Online Panel,1,Older
Rasmussen,2.1,NA,Donald Trump,REP,42,987,Voters,IVR/Online Panel,1,Older
Rasmussen,2.1,NA,Donald Trump,REP,39,987,Voters,IVR/Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Siena,2.7,Tennessee,Donald Trump,REP,49,805,Adults,Live Phone/Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
