pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
Quinnipiac,2.8,NA,Donald Trump,36,1610,rv,Live Phone,2023-10-26,2023-10-30,1,372
Quinnipiac,2.8,NA,Donald Trump,35,1610,rv,Live Phone,2023-10-26,2023-10-30,1,372
UC Berkeley,2.5,California,Donald Trump,31,4506,lv,Email,2023-10-24,2023-10-30,0,372
UC Berkeley,2.5,California,Donald Trump,29,4506,lv,Email,2023-10-24,2023-10-30,0,372
Leger,2,NA,Donald Trump,36,1000,a,Online Panel,2023-10-27,2023-10-29,1,373
Susquehanna,2.3,NA,Donald Trump,40,1000,lv,NA,2023-10-17,2023-10-27,1,375
Echelon Insights,2.7,NA,Donald Trump,47,1029,lv,Online Panel,2023-10-23,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,44,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,43,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,46,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,46,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,46,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,45,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,45,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,44,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,45,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Donald Trump,44,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,42,873,rv,NA,2023-10-11,2023-10-22,0,380
Suffolk,2.9,NA,Donald Trump,36.5,1000,rv,Live Phone,2023-10-17,2023-10-20,1,382
Suffolk,2.9,NA,Donald Trump,41,1000,rv,Live Phone,2023-10-17,2023-10-20,1,382
Suffolk,2.9,NA,Donald Trump,37,1000,rv,Live Phone,2023-10-17,2023-10-20,1,382
Suffolk,2.9,NA,Donald Trump,41,1000,rv,Live Phone,2023-10-17,2023-10-20,1,382
UMass Amherst/YouGov,2.4,Massachusetts,Donald Trump,21,700,a,Online Panel,2023-10-13,2023-10-20,0,382
Siena,2.7,New York,Donald Trump,37,1225,rv,Live Phone/Online Panel,2023-10-15,2023-10-19,0,383
Siena,2.7,New York,Donald Trump,31,1225,rv,Live Phone/Online Panel,2023-10-15,2023-10-19,0,383
PPIC,2.5,California,Donald Trump,29,1395,lv,Probability Panel,2023-10-03,2023-10-19,0,383
Emerson,2.9,NA,Donald Trump,47.2,1578,rv,IVR/Online Panel,2023-10-16,2023-10-17,1,385
Emerson,2.9,NA,Donald Trump,47.9,1578,rv,IVR/Online Panel,2023-10-16,2023-10-17,1,385
YouGov,3,Texas,Donald Trump,45,1200,rv,Online Panel,2023-10-05,2023-10-17,0,385
YouGov,3,NA,Donald Trump,43,1123,rv,Online Panel,2023-10-12,2023-10-16,1,386
YouGov,3,NA,Donald Trump,40,1123,rv,Online Panel,2023-10-12,2023-10-16,1,386
YouGov,3,NA,Donald Trump,39,1123,rv,Online Panel,2023-10-12,2023-10-16,1,386
Selzer,2.8,NA,Donald Trump,40,784,lv,Live Phone,2023-10-10,2023-10-15,1,387
Remington,2.6,Missouri,Donald Trump,52,806,lv,NA,2023-10-11,2023-10-12,0,390
Remington,2.6,Missouri,Donald Trump,49,806,lv,NA,2023-10-11,2023-10-12,0,390
Marist,2.9,NA,Donald Trump,46,1218,rv,Live Phone/Online Panel/Text,2023-10-11,2023-10-11,1,391
Marist,2.9,NA,Donald Trump,37,1218,rv,Live Phone/Online Panel/Text,2023-10-11,2023-10-11,1,391
YouGov,3,NA,Donald Trump,38,1500,a,Online Panel,2023-10-08,2023-10-10,1,392
YouGov,3,NA,Donald Trump,42,1296,rv,Online Panel,2023-10-08,2023-10-10,1,392
Beacon/Shaw,2.8,NA,Donald Trump,48,1007,rv,Live Phone,2023-10-06,2023-10-09,1,393
Beacon/Shaw,2.8,NA,Donald Trump,45,1007,rv,Live Phone,2023-10-06,2023-10-09,1,393
Beacon/Shaw,2.8,NA,Donald Trump,41,1007,rv,Live Phone,2023-10-06,2023-10-09,1,393
Echelon Insights,2.7,NA,Donald Trump,41,1033,lv,Online Panel,2023-10-04,2023-10-05,1,397
Cygnal,2.1,NA,Donald Trump,45.1,2000,lv,Online Panel/Text-to-Web,2023-10-03,2023-10-05,1,397
Cygnal,2.1,NA,Donald Trump,39.6,2000,lv,Online Panel/Text-to-Web,2023-10-03,2023-10-05,1,397
Ipsos,2.8,NA,Donald Trump,35,1005,a,Probability Panel,2023-10-03,2023-10-04,1,398
Ipsos,2.8,NA,Donald Trump,33,1005,a,Probability Panel,2023-10-03,2023-10-04,1,398
Emerson,2.9,Ohio,Donald Trump,44.6,438,rv,IVR/Online Panel/Email,2023-10-02,2023-10-04,0,398
Emerson,2.9,Pennsylvania,Donald Trump,45.3,430,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Idaho,Donald Trump,54.5,490,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Wisconsin,Donald Trump,42,532,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Missouri,Donald Trump,50.2,491,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Kansas,Donald Trump,47,487,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,West Virginia,Donald Trump,59.3,539,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Indiana,Donald Trump,47.5,462,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Iowa,Donald Trump,43.5,464,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Nebraska,Donald Trump,46.8,423,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,North Dakota,Donald Trump,54,419,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,South Dakota,Donald Trump,50.3,432,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Illinois,Donald Trump,33.7,468,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Arkansas,Donald Trump,56.6,435,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Minnesota,Donald Trump,37.8,477,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Michigan,Donald Trump,42.5,468,rv,IVR/Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Colorado,Donald Trump,37.6,442,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Montana,Donald Trump,48.6,447,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Wyoming,Donald Trump,67.6,478,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Tennessee,Donald Trump,55.3,410,rv,Online Panel/Email,2023-10-01,2023-10-04,0,398
Emerson,2.9,Kentucky,Donald Trump,54.6,450,rv,IVR/Online Panel/Email,2023-10-01,2023-10-03,0,399
Emerson,2.9,Oklahoma,Donald Trump,55,447,rv,IVR/Online Panel/Email,2023-10-01,2023-10-03,0,399
SurveyUSA,2.8,NA,Donald Trump,43,2330,lv,Online Panel,2023-09-30,2023-10-03,1,399
CNN/SSRS,2.8,Nevada,Donald Trump,45,1251,rv,Live Phone/Probability Panel,2023-09-29,2023-10-03,0,399
Quinnipiac,2.8,Pennsylvania,Donald Trump,47,1725,rv,Live Phone,2023-09-28,2023-10-02,0,400
Cygnal,2.1,Iowa,Donald Trump,47.2,506,lv,Online Panel/Text-to-Web,2023-09-28,2023-09-29,0,403
Cygnal,2.1,Iowa,Donald Trump,47.7,506,lv,Online Panel/Text-to-Web,2023-09-28,2023-09-29,0,403
Echelon Insights,2.7,NA,Donald Trump,46,1011,lv,Online Panel,2023-09-25,2023-09-28,1,404
Echelon Insights,2.7,NA,Donald Trump,40,1011,lv,Online Panel,2023-09-25,2023-09-28,1,404
Marist,2.9,NA,Donald Trump,47,1137,rv,Live Phone/Online Panel/Text,2023-09-25,2023-09-28,1,404
Marist,2.9,NA,Donald Trump,39,1137,rv,Live Phone/Online Panel/Text,2023-09-25,2023-09-28,1,404
Susquehanna,2.3,Pennsylvania,Donald Trump,45,700,rv,Live Phone/Online Panel,2023-09-19,2023-09-28,0,404
YouGov,3,NA,Donald Trump,38,1500,a,Online Panel,2023-09-23,2023-09-26,1,406
YouGov,3,NA,Donald Trump,40,1293,rv,Online Panel,2023-09-23,2023-09-26,1,406
Marquette Law School,3,NA,Donald Trump,52,1007,a,Probability Panel,2023-09-18,2023-09-25,1,407
Marquette Law School,3,NA,Donald Trump,51,868,rv,Probability Panel,2023-09-18,2023-09-25,1,407
Marquette Law School,3,NA,Donald Trump,49,690,lv,Probability Panel,2023-09-18,2023-09-25,1,407
ABC/Washington Post,3,NA,Donald Trump,51,1006,a,Live Phone,2023-09-15,2023-09-20,1,412
ABC/Washington Post,3,NA,Donald Trump,52,890,rv,Live Phone,2023-09-15,2023-09-20,1,412
Hart/POS,2.6,NA,Donald Trump,46,1000,rv,Live Phone,2023-09-15,2023-09-19,1,413
Hart/POS,2.6,NA,Donald Trump,39,1000,rv,Live Phone,2023-09-15,2023-09-19,1,413
Emerson,2.9,NA,Donald Trump,45.2,1125,rv,IVR/Online Panel,2023-09-17,2023-09-18,1,414
Emerson,2.9,NA,Donald Trump,43.3,1125,rv,IVR/Online Panel,2023-09-17,2023-09-18,1,414
YouGov,3,NA,Donald Trump,44,1097,rv,Online Panel,2023-09-14,2023-09-18,1,414
U. New Hampshire,2.6,New Hampshire,Donald Trump,40,2018,lv,Probability Panel,2023-09-14,2023-09-18,0,414
YouGov Blue,3,NA,Donald Trump,47,3098,rv,Online Panel,2023-09-07,2023-09-18,1,414
YouGov Blue,3,NA,Donald Trump,42,3098,rv,Online Panel,2023-09-07,2023-09-18,1,414
YouGov Blue,3,NA,Donald Trump,26,3098,rv,Online Panel,2023-09-07,2023-09-18,1,414
YouGov,3,NA,Donald Trump,50,2525,lv,Online Panel,2023-09-12,2023-09-15,1,417
Ipsos,2.8,NA,Donald Trump,39,4415,a,Probability Panel,2023-09-08,2023-09-14,1,418
Rasmussen,2.1,NA,Donald Trump,42,979,lv,IVR/Online Panel,2023-09-11,2023-09-13,1,419
Siena,2.7,New York,Donald Trump,31,804,rv,Live Phone/Online Panel,2023-09-10,2023-09-13,0,419
YouGov,3,NA,Donald Trump,43,1334,rv,Online Panel,2023-09-10,2023-09-12,1,420
Beacon/Shaw,2.8,NA,Donald Trump,48,1012,rv,Live Phone,2023-09-09,2023-09-12,1,420
Susquehanna,2.3,Michigan,Donald Trump,43,700,rv,NA,2023-09-07,2023-09-12,0,420
Rasmussen,2.1,Georgia,Donald Trump,47,1061,lv,IVR/Online Panel,2023-09-08,2023-09-11,0,421
Quinnipiac,2.8,NA,Donald Trump,46,1726,rv,Live Phone,2023-09-07,2023-09-11,1,421
Emerson,2.9,Iowa,Donald Trump,50,896,rv,IVR/Online Panel,2023-09-07,2023-09-09,0,423
Emerson,2.9,Iowa,Donald Trump,47.5,896,rv,IVR/Online Panel,2023-09-07,2023-09-09,0,423
Cygnal,2.1,NA,Donald Trump,44.3,2000,lv,NA,2023-09-04,2023-09-06,1,426
PPIC,2.5,California,Donald Trump,26,1146,lv,Probability Panel,2023-08-25,2023-09-05,0,427
Echelon Insights,2.7,NA,Donald Trump,46,1022,lv,Online Panel,2023-08-28,2023-08-31,1,432
CNN/SSRS,2.8,NA,Donald Trump,47,1259,rv,Probability Panel,2023-08-25,2023-08-31,1,432
YouGov,3,NA,Donald Trump,44,1303,rv,Online Panel,2023-08-26,2023-08-29,1,434
UC Berkeley,2.5,California,Donald Trump,31,6030,rv,Email,2023-08-24,2023-08-29,0,434
Emerson,2.9,NA,Donald Trump,46.2,1000,rv,IVR/Online Panel,2023-08-25,2023-08-26,1,437
Emerson,2.9,NA,Donald Trump,44.1,1000,rv,IVR/Online Panel,2023-08-25,2023-08-26,1,437
Ipsos,2.8,NA,Donald Trump,38,1004,a,Probability Panel,2023-08-24,2023-08-25,1,438
YouGov,3,NA,Donald Trump,41,1113,rv,Online Panel,2023-08-17,2023-08-21,1,442
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,40,723,rv,Mail-to-Web/Mail-to-Phone,2023-08-09,2023-08-20,0,443
Emerson,2.9,NA,Donald Trump,44.4,1000,rv,IVR/Online Panel,2023-08-16,2023-08-17,1,446
Emerson,2.9,NA,Donald Trump,42,1000,rv,IVR/Online Panel,2023-08-16,2023-08-17,1,446
Emerson,2.9,NA,Donald Trump,42.1,1000,rv,IVR/Online Panel,2023-08-16,2023-08-17,1,446
Siena,2.7,New York,Donald Trump,34,803,rv,Live Phone/Online Panel,2023-08-13,2023-08-16,0,447
YouGov,3,NA,Donald Trump,39,1500,a,Online Panel,2023-08-12,2023-08-15,1,448
YouGov,3,NA,Donald Trump,42,1321,rv,Online Panel,2023-08-12,2023-08-15,1,448
Roanoke College,2.6,Virginia,Donald Trump,42,702,a,Live Phone/Online Panel,2023-08-06,2023-08-15,0,448
Marist,2.9,NA,Donald Trump,46,1100,rv,Live Phone/Online Panel/Text,2023-08-11,2023-08-14,1,449
Beacon/Shaw,2.8,NA,Donald Trump,41,1002,rv,Live Phone,2023-08-11,2023-08-14,1,449
Quinnipiac,2.8,NA,Donald Trump,46,1632,rv,Live Phone,2023-08-10,2023-08-14,1,449
Emerson,2.9,New Hampshire,Donald Trump,40.9,837,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-09,2023-08-11,0,452
Emerson,2.9,New Hampshire,Donald Trump,39.2,837,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-09,2023-08-11,0,452
Emerson,2.9,Arizona,Donald Trump,44.7,1337,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-02,2023-08-04,0,459
Emerson,2.9,Arizona,Donald Trump,41.8,1337,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-02,2023-08-04,0,459
Cygnal,2.1,NA,Donald Trump,43.4,2000,lv,NA,2023-08-01,2023-08-03,1,460
Noble Predictive Insights,2.4,NA,Donald Trump,41,2500,rv,Online Panel/Text-to-Web,2023-07-31,2023-08-03,1,460
Emerson,2.9,Michigan,Donald Trump,43.6,1121,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-01,2023-08-02,0,461
Emerson,2.9,Michigan,Donald Trump,43.3,1121,rv,IVR/Online Panel/Text-to-Web/Email,2023-08-01,2023-08-02,0,461
InsiderAdvantage,2,NA,Donald Trump,44,850,lv,NA,2023-07-31,2023-08-01,1,462
Ipsos,2.8,NA,Donald Trump,35,2009,a,Probability Panel,2023-07-28,2023-08-01,1,462
Echelon Insights,2.7,NA,Donald Trump,44,1013,lv,Online Panel,2023-07-24,2023-07-27,1,467
Echelon Insights,2.7,NA,Donald Trump,42,1013,lv,Online Panel,2023-07-24,2023-07-27,1,467
Siena/NYT,3,NA,Donald Trump,43,1329,rv,Live Phone,2023-07-23,2023-07-27,1,467
YouGov,3,NA,Donald Trump,38,1500,a,Online Panel,2023-07-22,2023-07-25,1,469
YouGov,3,NA,Donald Trump,40,1306,rv,Online Panel,2023-07-22,2023-07-25,1,469
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,40,804,a,Live Phone,2023-07-14,2023-07-25,0,469
Quinnipiac,2.8,NA,Donald Trump,44,1809,rv,Live Phone,2023-07-13,2023-07-17,1,477
YouGov,3,NA,Donald Trump,43,1098,rv,Online Panel,2023-07-13,2023-07-17,1,477
Ipsos,2.8,NA,Donald Trump,35,4414,a,Probability Panel,2023-07-11,2023-07-17,1,477
Ipsos,2.8,NA,Donald Trump,25,4414,a,Probability Panel,2023-07-11,2023-07-17,1,477
Ipsos,2.8,NA,Donald Trump,31,4414,a,Probability Panel,2023-07-11,2023-07-17,1,477
Ipsos,2.8,NA,Donald Trump,31,4414,a,Probability Panel,2023-07-11,2023-07-17,1,477
Mitchell,2.4,Michigan,Donald Trump,43,639,lv,Text-to-Web,2023-07-11,2023-07-13,0,481
Suffolk,2.9,Ohio,Donald Trump,43.6,500,rv,Live Phone,2023-07-09,2023-07-12,0,482
Marquette Law School,3,NA,Donald Trump,49,1005,a,Probability Panel,2023-07-07,2023-07-12,1,482
Marquette Law School,3,NA,Donald Trump,50,788,rv,Probability Panel,2023-07-07,2023-07-12,1,482
YouGov,3,NA,Donald Trump,40,1500,a,Online Panel,2023-07-08,2023-07-11,1,483
YouGov,3,NA,Donald Trump,42,1296,rv,Online Panel,2023-07-08,2023-07-11,1,483
Echelon Insights,2.7,NA,Donald Trump,44,1020,lv,Online Panel,2023-06-26,2023-06-29,1,495
Echelon Insights,2.7,NA,Donald Trump,43,1020,lv,Online Panel,2023-06-26,2023-06-29,1,495
Echelon Insights,2.7,NA,Donald Trump,44,1020,lv,Online Panel,2023-06-26,2023-06-29,1,495
Echelon Insights,2.7,NA,Donald Trump,43,1020,lv,Online Panel,2023-06-26,2023-06-29,1,495
YouGov Blue,3,NA,Donald Trump,41,3012,rv,Online Panel,2023-06-20,2023-06-29,1,495
PPIC,2.5,California,Donald Trump,31,1092,lv,Live Phone/Probability Panel,2023-06-07,2023-06-29,0,495
YouGov,3,NA,Donald Trump,41,1500,a,Online Panel,2023-06-24,2023-06-27,1,497
YouGov,3,NA,Donald Trump,44,1315,rv,Online Panel,2023-06-24,2023-06-27,1,497
Quinnipiac,2.8,Pennsylvania,Donald Trump,47,1584,rv,Live Phone,2023-06-22,2023-06-26,0,498
Siena,2.7,New York,Donald Trump,28,817,rv,Live Phone/Online Panel,2023-06-20,2023-06-25,0,499
St. Anselm,2.4,New Hampshire,Donald Trump,40,1065,rv,Text-to-Web,2023-06-21,2023-06-23,0,501
Cygnal,2.1,NA,Donald Trump,45.8,2010,lv,Online Panel/Text-to-Web,2023-06-20,2023-06-22,1,502
Emerson,2.9,NA,Donald Trump,43.4,1015,rv,IVR/Online Panel/Text-to-Web/Email,2023-06-19,2023-06-20,1,504
Emerson,2.9,NA,Donald Trump,41.4,1015,rv,IVR/Online Panel/Text-to-Web/Email,2023-06-19,2023-06-20,1,504
YouGov,3,NA,Donald Trump,42,1091,rv,Online Panel,2023-06-16,2023-06-20,1,504
Hart/POS,2.6,NA,Donald Trump,45,1000,rv,Live Phone,2023-06-16,2023-06-20,1,504
Rasmussen,2.1,NA,Donald Trump,45,986,lv,IVR/Online Panel,2023-06-12,2023-06-14,1,510
YouGov,3,NA,Donald Trump,39,1500,a,Online Panel,2023-06-10,2023-06-13,1,511
YouGov,3,NA,Donald Trump,41,1303,rv,Online Panel,2023-06-10,2023-06-13,1,511
Marquette Law School,3,Wisconsin,Donald Trump,43,913,rv,Live Phone/Online Panel/Mail-to-Web,2023-06-08,2023-06-13,0,511
Quinnipiac,2.8,NA,Donald Trump,44,1735,rv,Live Phone,2023-06-08,2023-06-12,1,512
Suffolk,2.9,NA,Donald Trump,32.2,1000,rv,Live Phone,2023-06-05,2023-06-09,1,515
UMass Amherst/YouGov,2.4,NA,Donald Trump,40,1133,a,Online Panel,2023-05-31,2023-06-08,1,516
Cygnal,2.1,Georgia,Donald Trump,42,600,lv,IVR/Text-to-Web,2023-06-05,2023-06-07,0,517
Emerson,2.9,California,Donald Trump,31.7,1056,rv,Online Panel/Email/Text-to-Web,2023-06-04,2023-06-07,0,517
Data for Progress,2.6,NA,Donald Trump,45,1625,lv,Online Panel/Text-to-Web,2023-05-25,2023-06-05,1,519
Data for Progress,2.6,NA,Donald Trump,44,1625,lv,Online Panel/Text-to-Web,2023-05-25,2023-06-05,1,519
YouGov,3,NA,Donald Trump,39,1500,a,Online Panel,2023-05-27,2023-05-31,1,524
YouGov,3,NA,Donald Trump,40,1313,rv,Online Panel,2023-05-27,2023-05-31,1,524
YouGov,3,NA,Donald Trump,41,1015,rv,Online Panel,2023-05-25,2023-05-30,1,525
Echelon Insights,2.7,NA,Donald Trump,44,1035,lv,Online Panel,2023-05-22,2023-05-25,1,530
Echelon Insights,2.7,NA,Donald Trump,42,1035,lv,Online Panel,2023-05-22,2023-05-25,1,530
RMG Research,2.3,NA,Donald Trump,41,1000,rv,Online Panel,2023-05-22,2023-05-24,1,531
RMG Research,2.3,NA,Donald Trump,37,1000,rv,Online Panel,2023-05-22,2023-05-24,1,531
PPIC,2.5,California,Donald Trump,25,1062,lv,Online Panel,2023-05-17,2023-05-24,0,531
Roanoke College,2.6,Virginia,Donald Trump,38,678,a,Live Phone/Online Panel,2023-05-14,2023-05-23,0,532
Emerson,2.9,Iowa,Donald Trump,48.8,1064,rv,IVR/Online Panel/Text-to-Web/Email,2023-05-19,2023-05-22,0,533
Quinnipiac,2.8,NA,Donald Trump,46,1616,rv,Live Phone,2023-05-18,2023-05-22,1,533
Cygnal,2.1,NA,Donald Trump,44.7,2527,lv,Online Panel/Text-to-Web,2023-05-16,2023-05-18,1,537
Marquette Law School,3,NA,Donald Trump,52,1010,a,Probability Panel,2023-05-08,2023-05-18,1,537
Marquette Law School,3,NA,Donald Trump,52,833,rv,Probability Panel,2023-05-08,2023-05-18,1,537
YouGov,3,NA,Donald Trump,41,1500,a,Online Panel,2023-05-13,2023-05-16,1,539
YouGov,3,NA,Donald Trump,44,1302,rv,Online Panel,2023-05-13,2023-05-16,1,539
Ipsos,2.8,NA,Donald Trump,36,4415,a,Probability Panel,2023-05-09,2023-05-15,1,540
Ipsos,2.8,NA,Donald Trump,22,4415,a,Probability Panel,2023-05-09,2023-05-15,1,540
Ipsos,2.8,NA,Donald Trump,33,1016,a,Probability Panel,2023-05-12,2023-05-14,1,541
YouGov,3,NA,Donald Trump,43,1060,rv,Online Panel,2023-05-05,2023-05-08,1,547
ABC/Washington Post,3,NA,Donald Trump,49,1006,a,Live Phone,2023-04-28,2023-05-03,1,552
ABC/Washington Post,3,NA,Donald Trump,49,900,rv,Live Phone,2023-04-28,2023-05-03,1,552
GQR,2,NA,Donald Trump,48,1569,lv,Online Panel,2023-04-27,2023-05-03,1,552
YouGov,3,NA,Donald Trump,41,1500,a,Online Panel,2023-04-29,2023-05-02,1,553
YouGov,3,NA,Donald Trump,46,1357,rv,Online Panel,2023-04-29,2023-05-02,1,553
Rasmussen,2.1,NA,Donald Trump,48,1050,lv,IVR/Online Panel,2023-04-27,2023-05-02,1,553
Echelon Insights,2.7,NA,Donald Trump,42,1012,lv,Online Panel,2023-04-25,2023-04-27,1,558
Noble Predictive Insights,2.4,Nevada,Donald Trump,40,613,rv,Online Panel,2023-04-18,2023-04-26,0,559
Emerson,2.9,NA,Donald Trump,41.1,1100,rv,IVR/Online Panel,2023-04-24,2023-04-25,1,560
Ipsos,2.8,NA,Donald Trump,36,1005,a,Probability Panel,2023-04-21,2023-04-24,1,561
Ipsos,2.8,NA,Donald Trump,22,1005,a,Probability Panel,2023-04-21,2023-04-24,1,561
SSRS,2.4,Tennessee,Donald Trump,42,502,rv,Live Phone,2023-04-19,2023-04-23,0,562
Cygnal,2.1,NA,Donald Trump,45.2,2500,lv,Online Panel/Text-to-Web,2023-04-18,2023-04-20,1,565
YouGov,3,NA,Donald Trump,41,1500,a,Online Panel,2023-04-15,2023-04-18,1,567
YouGov,3,NA,Donald Trump,44,1316,rv,Online Panel,2023-04-15,2023-04-18,1,567
YouGov,3,NA,Donald Trump,42,1027,rv,Online Panel,2023-04-14,2023-04-17,1,568
YouGov,3,NA,Donald Trump,36,1530,a,Online Panel,2023-04-14,2023-04-17,1,568
YouGov,3,NA,Donald Trump,39,1500,a,Online Panel,2023-04-08,2023-04-11,1,574
YouGov,3,NA,Donald Trump,44,1322,rv,Online Panel,2023-04-08,2023-04-11,1,574
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,35,643,rv,Mail-to-Web/Mail-to-Phone,2023-03-27,2023-04-07,0,578
YouGov,3,NA,Donald Trump,37,1000,a,Online Panel,2023-04-04,2023-04-06,1,579
Cygnal,2.1,Iowa,Donald Trump,46.4,600,lv,IVR/Text-to-Web,2023-04-03,2023-04-04,0,581
YouGov,3,NA,Donald Trump,40,1500,a,Online Panel,2023-04-01,2023-04-04,1,581
YouGov,3,NA,Donald Trump,44,1319,rv,Online Panel,2023-04-01,2023-04-04,1,581
Rasmussen,2.1,NA,Donald Trump,47,971,lv,IVR/Online Panel,2023-03-30,2023-04-03,1,582
YouGov,3,NA,Donald Trump,43,729,rv,Online Panel,2023-03-30,2023-03-31,1,585
Echelon Insights,2.7,NA,Donald Trump,44,1007,lv,Online Panel,2023-03-27,2023-03-29,1,587
Ipsos,2.8,NA,Donald Trump,32,1030,a,Probability Panel,2023-03-21,2023-03-29,1,587
Cygnal,2.1,North Carolina,Donald Trump,43.4,605,lv,Live Phone/Text-to-Web,2023-03-26,2023-03-27,0,589
Cygnal,2.1,NA,Donald Trump,44.5,2550,lv,Online Panel/Text-to-Web,2023-03-26,2023-03-27,1,589
Quinnipiac,2.8,NA,Donald Trump,46,1600,rv,Live Phone,2023-03-23,2023-03-27,1,589
Marquette Law School,3,NA,Donald Trump,38,1004,a,Probability Panel,2023-03-13,2023-03-22,1,594
Marquette Law School,3,NA,Donald Trump,38,863,rv,Probability Panel,2023-03-13,2023-03-22,1,594
YouGov,3,NA,Donald Trump,43,1059,rv,Online Panel,2023-03-16,2023-03-20,1,596
Ipsos,2.8,NA,Donald Trump,35,4410,a,Probability Panel,2023-03-14,2023-03-20,1,596
Ipsos,2.8,NA,Donald Trump,19,4410,a,Probability Panel,2023-03-14,2023-03-20,1,596
Emerson,2.9,Florida,Donald Trump,43.5,1153,rv,IVR/Online Panel/Text-to-Web/Email,2023-03-13,2023-03-15,0,601
Rasmussen,2.1,Arizona,Donald Trump,50,1001,lv,IVR/Online Panel,2023-03-13,2023-03-14,0,602
Quinnipiac,2.8,NA,Donald Trump,45,1635,rv,Live Phone,2023-03-09,2023-03-13,1,603
U. North Florida,2.8,Florida,Donald Trump,50,1452,rv,Live Phone/Email,2023-02-25,2023-03-07,0,609
Emerson,2.9,New Hampshire,Donald Trump,38,1025,rv,IVR/Online Panel/Text-to-Web,2023-03-03,2023-03-05,0,611
Cygnal,2.1,NA,Donald Trump,45,2424,lv,Online Panel/Text-to-Web,2023-02-24,2023-02-27,1,617
YouGov,3,NA,Donald Trump,45,1014,rv,Online Panel,2023-02-23,2023-02-27,1,617
YouGov,3,NA,Donald Trump,45,1014,rv,Online Panel,2023-02-23,2023-02-27,1,617
YouGov,3,NA,Donald Trump,38,1000,a,Online Panel,2023-02-22,2023-02-27,1,617
Susquehanna,2.3,NA,Donald Trump,39,800,rv,Live Phone,2023-02-19,2023-02-26,1,618
Susquehanna,2.3,Pennsylvania,Donald Trump,41,800,rv,Live Phone,2023-02-19,2023-02-26,0,618
Emerson,2.9,NA,Donald Trump,45.6,1060,rv,IVR/Online Panel,2023-02-24,2023-02-25,1,619
Echelon Insights,2.7,NA,Donald Trump,44,1023,lv,Online Panel,2023-02-21,2023-02-23,1,621
