pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,45,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,49,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Kamala Harris,47,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Kamala Harris,52,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Kamala Harris,43,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Kamala Harris,49,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Ipsos,2.8,NA,Kamala Harris,39,1241,a,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Kamala Harris,44,1018,rv,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Kamala Harris,37,1241,a,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Kamala Harris,42,1018,rv,Probability Panel,2024-07-22,2024-07-23,1,105
RMG Research,2.3,NA,Kamala Harris,46,2000,rv,NA,2024-07-22,2024-07-23,1,105
Emerson,2.9,Arizona,Kamala Harris,47.4,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Arizona,Kamala Harris,39.8,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Georgia,Kamala Harris,48.9,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Georgia,Kamala Harris,43.3,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Michigan,Kamala Harris,49.1,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Michigan,Kamala Harris,43.8,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Wisconsin,Kamala Harris,50.6,845,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Wisconsin,Kamala Harris,45.4,845,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Pennsylvania,Kamala Harris,48.9,850,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Pennsylvania,Kamala Harris,44.3,850,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
YouGov,3,NA,Kamala Harris,44,1155,lv,Online Panel,2024-07-22,2024-07-23,1,105
YouGov,3,NA,Kamala Harris,41,1435,rv,Online Panel,2024-07-21,2024-07-23,1,105
Marist,2.9,NA,Kamala Harris,45,1117,rv,Online Panel,2024-07-22,2024-07-22,1,106
Marist,2.9,NA,Kamala Harris,42,1117,rv,Online Panel,2024-07-22,2024-07-22,1,106
Landmark Communications,2.1,Georgia,Kamala Harris,46.7,400,lv,NA,2024-07-22,2024-07-22,0,106
Landmark Communications,2.1,Georgia,Kamala Harris,44.3,400,lv,NA,2024-07-22,2024-07-22,0,106
YouGov,3,NA,Kamala Harris,41,1178,rv,Online Panel,2024-07-19,2024-07-22,1,106
YouGov,3,NA,Kamala Harris,46,1178,rv,Online Panel,2024-07-19,2024-07-22,1,106
Praecones Analytica,2,New Hampshire,Kamala Harris,39.3,601,rv,NA,2024-07-19,2024-07-21,0,107
Echelon Insights,2.7,NA,Kamala Harris,47,982,lv,Online Panel,2024-07-19,2024-07-21,1,107
Quinnipiac,2.8,NA,Kamala Harris,47,1257,rv,Live Phone,2024-07-19,2024-07-21,1,107
Quinnipiac,2.8,NA,Kamala Harris,41,1257,rv,Live Phone,2024-07-19,2024-07-21,1,107
YouGov,3,NA,Kamala Harris,48,2240,lv,Online Panel,2024-07-16,2024-07-18,1,110
U. Georgia SPIA,2.2,Georgia,Kamala Harris,45.9,1000,lv,Live Phone,2024-07-09,2024-07-18,0,110
DHM Research,2.1,Washington,Kamala Harris,45,500,rv,Online Panel,2024-07-12,2024-07-17,0,111
InsiderAdvantage,2,Georgia,Kamala Harris,36.7,800,lv,NA,2024-07-15,2024-07-16,0,112
Ipsos,2.8,NA,Kamala Harris,39,1202,a,Probability Panel,2024-07-15,2024-07-16,1,112
Ipsos,2.8,NA,Kamala Harris,44,992,rv,Probability Panel,2024-07-15,2024-07-16,1,112
InsiderAdvantage,2,Florida,Kamala Harris,39,800,lv,NA,2024-07-15,2024-07-16,0,112
InsiderAdvantage,2,Pennsylvania,Kamala Harris,40,800,lv,NA,2024-07-15,2024-07-16,0,112
InsiderAdvantage,2,Nevada,Kamala Harris,40,800,lv,NA,2024-07-15,2024-07-16,0,112
InsiderAdvantage,2,Arizona,Kamala Harris,42,800,lv,NA,2024-07-15,2024-07-16,0,112
YouGov,3,NA,Kamala Harris,39,1404,rv,Online Panel,2024-07-13,2024-07-16,1,112
Civiqs,2.4,Pennsylvania,Kamala Harris,44,536,rv,Online Panel/Online Ad,2024-07-13,2024-07-16,0,112
Civiqs,2.4,Wisconsin,Kamala Harris,48,514,rv,Online Panel/Online Ad,2024-07-13,2024-07-16,0,112
Civiqs,2.4,Michigan,Kamala Harris,46,532,rv,Online Panel/Online Ad,2024-07-13,2024-07-16,0,112
Emerson,2.9,Virginia,Kamala Harris,44.5,1000,rv,IVR/Online Panel/Text-to-Web,2024-07-14,2024-07-15,0,113
SurveyUSA,2.8,NA,Kamala Harris,42,1098,lv,Online Panel,2024-07-12,2024-07-15,1,113
SurveyUSA,2.8,Washington,Kamala Harris,51,708,lv,Online Panel,2024-07-10,2024-07-13,0,115
Siena/NYT,3,Virginia,Kamala Harris,48,661,rv,Live Phone,2024-07-09,2024-07-12,0,116
Siena/NYT,3,Virginia,Kamala Harris,49,661,lv,Live Phone,2024-07-09,2024-07-12,0,116
Siena/NYT,3,Virginia,Kamala Harris,41,661,rv,Live Phone,2024-07-09,2024-07-12,0,116
Siena/NYT,3,Virginia,Kamala Harris,43,661,lv,Live Phone,2024-07-09,2024-07-12,0,116
Siena/NYT,3,Pennsylvania,Kamala Harris,46,872,rv,Live Phone,2024-07-09,2024-07-11,0,117
Siena/NYT,3,Pennsylvania,Kamala Harris,47,872,lv,Live Phone,2024-07-09,2024-07-11,0,117
Siena/NYT,3,Pennsylvania,Kamala Harris,40,872,rv,Live Phone,2024-07-09,2024-07-11,0,117
Siena/NYT,3,Pennsylvania,Kamala Harris,42,872,lv,Live Phone,2024-07-09,2024-07-11,0,117
Noble Predictive Insights,2.4,NA,Kamala Harris,44,2295,lv,Online Panel/Text-to-Web,2024-07-08,2024-07-11,1,117
Noble Predictive Insights,2.4,NA,Kamala Harris,43,2535,rv,Online Panel/Text-to-Web,2024-07-08,2024-07-11,1,117
Marist,2.9,NA,Kamala Harris,50,1174,rv,Live Phone/Online Panel,2024-07-09,2024-07-10,1,118
Beacon/Shaw,2.8,NA,Kamala Harris,48,1210,rv,Live Phone/Text-to-Web,2024-07-07,2024-07-10,1,118
YouGov,3,NA,Kamala Harris,38,1443,rv,Online Panel,2024-07-07,2024-07-09,1,119
Hart/POS,2.6,NA,Kamala Harris,45,800,rv,Live Phone,2024-07-07,2024-07-09,1,119
Ipsos,2.8,NA,Kamala Harris,49,2041,rv,Probability Panel,2024-07-05,2024-07-09,1,119
Emerson,2.9,NA,Kamala Harris,42.8,1370,rv,IVR/Online Panel/Text-to-Web,2024-07-07,2024-07-08,1,120
Ipsos,2.8,NA,Kamala Harris,42,892,rv,Probability Panel,2024-07-01,2024-07-02,1,126
Ipsos,2.8,NA,Kamala Harris,38,1070,a,Probability Panel,2024-07-01,2024-07-02,1,126
YouGov,3,NA,Kamala Harris,45,1176,rv,Online Panel,2024-06-28,2024-07-01,1,127
CNN/SSRS,2.8,NA,Kamala Harris,45,1274,rv,Probability Panel,2024-06-28,2024-06-30,1,128
Data for Progress,2.6,NA,Kamala Harris,45,1011,lv,Online Panel,2024-06-28,2024-06-28,1,130
SurveyUSA,2.8,NA,Kamala Harris,39,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
Beacon/Shaw,2.8,NA,Kamala Harris,45,1094,rv,Live Phone/Text-to-Web,2024-03-22,2024-03-25,1,225
SurveyUSA,2.8,Ohio,Kamala Harris,38,1241,rv,Online Panel,2024-03-06,2024-03-11,0,239
Siena/NYT,3,NA,Kamala Harris,41,980,rv,Live Phone,2024-02-25,2024-02-28,1,251
Siena/NYT,3,NA,Kamala Harris,42,980,lv,Live Phone,2024-02-25,2024-02-28,1,251
Emerson,2.9,Wisconsin,Kamala Harris,43.6,1000,rv,IVR/Online Panel/Text-to-Web/Email,2024-02-20,2024-02-24,0,255
Emerson,2.9,Nevada,Kamala Harris,38.9,1000,rv,IVR/Online Panel/Email,2024-02-16,2024-02-19,0,260
Emerson,2.9,Arizona,Kamala Harris,40.3,1000,rv,IVR/Online Panel/Email,2024-02-16,2024-02-19,0,260
Emerson,2.9,Pennsylvania,Kamala Harris,39.5,1000,rv,IVR/Online Panel/Email,2024-02-14,2024-02-16,0,263
Emerson,2.9,North Carolina,Kamala Harris,40.7,1000,rv,IVR/Online Panel/Email,2024-02-14,2024-02-16,0,263
Emerson,2.9,Georgia,Kamala Harris,41.2,1000,rv,IVR/Online Panel/Email,2024-02-14,2024-02-16,0,263
Emerson,2.9,NA,Kamala Harris,42.7,1225,rv,IVR/Online Panel/Email,2024-02-13,2024-02-14,1,265
U. Houston,2.2,Texas,Kamala Harris,39,1145,lv,Online Panel,2024-01-11,2024-01-24,0,286
Emerson,2.9,California,Kamala Harris,47.2,1000,rv,IVR/Online Panel,2023-11-11,2023-11-14,0,357
Beacon/Shaw,2.8,NA,Kamala Harris,45,1001,rv,Live Phone,2023-11-10,2023-11-13,1,358
Siena/NYT,3,Arizona,Kamala Harris,43,603,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Arizona,Kamala Harris,43,603,lv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Georgia,Kamala Harris,44,629,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Georgia,Kamala Harris,44,629,lv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Michigan,Kamala Harris,45,616,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Michigan,Kamala Harris,48,616,lv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Nevada,Kamala Harris,42,611,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Nevada,Kamala Harris,42,611,lv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Pennsylvania,Kamala Harris,44,600,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Pennsylvania,Kamala Harris,44,600,lv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Wisconsin,Kamala Harris,46,603,rv,Live Phone,2023-10-22,2023-11-03,0,368
Siena/NYT,3,Wisconsin,Kamala Harris,46,603,lv,Live Phone,2023-10-22,2023-11-03,0,368
Noble Predictive Insights,2.4,NA,Kamala Harris,45,2202,lv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
Noble Predictive Insights,2.4,NA,Kamala Harris,43,2605,rv,Online Panel/Text-to-Web,2023-10-20,2023-10-26,1,376
YouGov,3,NA,Kamala Harris,42,1014,rv,Online Panel,2023-02-23,2023-02-27,1,617
YouGov,3,NA,Kamala Harris,40,1014,rv,Online Panel,2023-02-23,2023-02-27,1,617
Rasmussen,2.1,NA,Kamala Harris,42,900,lv,IVR/Online Panel,2023-02-08,2023-02-12,1,632
Susquehanna,2.3,NA,Kamala Harris,54,800,lv,Live Phone,2022-10-04,2022-10-11,1,756
Suffolk,2.9,Florida,Kamala Harris,40.4,500,lv,Live Phone,2022-09-15,2022-09-18,0,779
Suffolk,2.9,Florida,Kamala Harris,44.4,500,lv,Live Phone,2022-09-15,2022-09-18,0,779
YouGov,3,NA,Kamala Harris,42,1557,a,Online Panel,2022-07-28,2022-08-01,1,827
YouGov,3,NA,Kamala Harris,45,1152,rv,Online Panel,2022-07-28,2022-08-01,1,827
Echelon Insights,2.7,NA,Kamala Harris,46,1022,lv,Online Panel,2022-07-15,2022-07-18,1,841
Echelon Insights,2.7,NA,Kamala Harris,45,1022,rv,Online Panel,2022-07-15,2022-07-18,1,841
Echelon Insights,2.7,NA,Kamala Harris,43,1022,lv,Online Panel,2022-07-15,2022-07-18,1,841
Echelon Insights,2.7,NA,Kamala Harris,43,1022,rv,Online Panel,2022-07-15,2022-07-18,1,841
YouGov,3,NA,Kamala Harris,41,1630,a,Online Panel,2022-06-24,2022-06-27,1,862
YouGov,3,NA,Kamala Harris,41,1630,a,Online Panel,2022-06-24,2022-06-27,1,862
YouGov,3,NA,Kamala Harris,44,1239,rv,Online Panel,2022-06-24,2022-06-27,1,862
YouGov,3,NA,Kamala Harris,45,1239,rv,Online Panel,2022-06-24,2022-06-27,1,862
Susquehanna,2.3,NA,Kamala Harris,49,800,lv,Live Phone,2022-04-19,2022-04-27,1,923
Echelon Insights,2.7,NA,Kamala Harris,43,1001,lv,Online Panel,2022-04-18,2022-04-20,1,930
Echelon Insights,2.7,NA,Kamala Harris,43,1001,rv,Online Panel,2022-04-18,2022-04-20,1,930
Susquehanna,2.3,NA,Kamala Harris,46,800,lv,Live Phone,2022-02-03,2022-02-09,1,1000
Rasmussen,2.1,NA,Kamala Harris,39,1000,lv,IVR/Online Panel,2021-09-21,2021-09-22,1,1140
Echelon Insights,2.7,NA,Kamala Harris,47,1001,rv,Online Panel,2021-06-18,2021-06-22,1,1232
Echelon Insights,2.7,NA,Kamala Harris,45,1001,rv,Online Panel,2021-06-18,2021-06-22,1,1232
Echelon Insights,2.7,NA,Kamala Harris,43,1043,rv,Online Panel,2021-04-16,2021-04-23,1,1292
